"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
1;2;"—";307;"100 100 97";10;"Участвуете в конкурсе";1202354;"28.06.2026 в 17:22"
2;3;"—";297;"97 94 100";6;"Участвуете в конкурсе";1299719;"30.06.2026 в 09:08"
3;2;"—";292;"100 98 94";0;"На рассмотрении";1606787;"04.07.2026 в 13:21"
4;5;"—";291;"94 100 91";6;"Участвуете в конкурсе";1202180;"28.06.2026 в 17:18"
5;4;"—";290;"99 100 91";0;"На рассмотрении";1502041;"03.07.2026 в 19:26"
6;5;"—";289;"98 94 91";6;"Участвуете в конкурсе";986609;"23.06.2026 в 15:22"
7;3;"—";287;"92 98 97";0;"На рассмотрении";1534466;"03.07.2026 в 10:20"
8;5;"—";287;"95 96 86";10;"Участвуете в конкурсе";1141350;"26.06.2026 в 11:42"
9;1;"—";280;"97 96 81";6;"Участвуете в конкурсе";980560;"20.06.2026 в 19:06"
10;5;"—";278;"88 90 94";6;"Участвуете в конкурсе";1326404;"30.06.2026 в 13:56"
11;3;"—";277;"96 98 83";0;"Участвуете в конкурсе";1093386;"29.06.2026 в 21:38"
12;3;"—";276;"92 90 94";0;"Участвуете в конкурсе";1372686;"01.07.2026 в 08:10"
13;2;"—";276;"99 88 89";0;"На рассмотрении";1623299;"04.07.2026 в 20:29"
14;2;"—";275;"96 93 86";0;"На рассмотрении";1574054;"03.07.2026 в 18:50"
15;3;"—";274;"95 96 83";0;"Участвуете в конкурсе";1437122;"01.07.2026 в 21:25"
16;4;"—";273;"88 94 91";0;"Участвуете в конкурсе";1377778;"01.07.2026 в 09:46"
17;3;"—";273;"90 96 86";1;"На рассмотрении";1612199;"04.07.2026 в 15:04"
18;4;"—";272;"92 88 86";6;"Участвуете в конкурсе";1264504;"29.06.2026 в 21:49"
19;5;"—";272;"97 88 81";6;"Участвуете в конкурсе";1266219;"29.06.2026 в 21:51"
20;1;"—";272;"86 90 86";10;"Участвуете в конкурсе";1189850;"28.06.2026 в 12:23"
21;5;"—";271;"86 96 89";0;"Участвуете в конкурсе";1199749;"28.06.2026 в 16:18"
22;6;"—";271;"95 98 72";6;"Участвуете в конкурсе";1343817;"30.06.2026 в 19:11"
23;4;"—";270;"86 98 86";0;"На рассмотрении";1156291;"04.07.2026 в 12:19"
24;4;"—";270;"90 96 83";1;"Участвуете в конкурсе";942448;"01.07.2026 в 16:40"
25;1;"—";269;"88 92 89";0;"Участвуете в конкурсе";1073761;"30.06.2026 в 15:37"
26;3;"—";269;"92 96 81";0;"Участвуете в конкурсе";1343841;"30.06.2026 в 16:40"
27;3;"—";269;"92 94 83";0;"На рассмотрении";1556262;"03.07.2026 в 17:26"
28;2;"—";269;"95 90 83";1;"Передано в вуз";1635212;"05.07.2026 в 13:04"
29;3;"—";269;"86 83 94";6;"На рассмотрении";1283524;"29.06.2026 в 22:01"
30;1;"—";268;"90 92 86";0;"Передано в вуз";1481045;"05.07.2026 в 14:57"
31;5;"—";268;"99 86 83";0;"Передано в вуз";1635998;"05.07.2026 в 13:27"
32;2;"Электронное";268;"80 90 91";7;"Участвуете в конкурсе";1325061;"30.06.2026 в 13:42"
33;4;"—";267;"82 85 100";0;"На рассмотрении";1506304;"02.07.2026 в 18:19"
34;1;"—";267;"86 92 83";6;"На рассмотрении";1400179;"03.07.2026 в 13:55"
35;5;"—";266;"92 80 94";0;"На рассмотрении";1483760;"02.07.2026 в 15:06"
36;1;"—";266;"92 95 72";7;"Участвуете в конкурсе";1319268;"30.06.2026 в 12:40"
37;2;"—";265;"88 80 97";0;"На рассмотрении";1510078;"02.07.2026 в 19:29"
38;3;"—";265;"86 88 91";0;"На рассмотрении";1609044;"04.07.2026 в 14:00"
39;2;"—";265;"84 94 86";1;"На рассмотрении";1397626;"02.07.2026 в 16:18"
40;5;"Электронное";265;"86 100 73";6;"Участвуете в конкурсе";1303097;"30.06.2026 в 11:31"
41;1;"—";265;"80 90 89";6;"Участвуете в конкурсе";1427862;"01.07.2026 в 19:24"
42;3;"—";264;"97 78 89";0;"На рассмотрении";1602879;"04.07.2026 в 12:43"
43;4;"—";264;"92 88 83";1;"На рассмотрении";1504826;"02.07.2026 в 17:54"
44;2;"—";264;"88 80 89";7;"Участвуете в конкурсе";1210672;"28.06.2026 в 21:14"
45;5;"—";263;"98 93 72";0;"Участвуете в конкурсе";1347553;"30.06.2026 в 17:30"
46;6;"—";263;"94 88 81";0;"На рассмотрении";1515854;"02.07.2026 в 21:26"
47;1;"—";263;"92 95 75";1;"Участвуете в конкурсе";1426372;"01.07.2026 в 18:14"
48;4;"—";262;"95 83 83";1;"Участвуете в конкурсе";1337701;"30.06.2026 в 15:32"
49;1;"—";262;"98 78 83";3;"Конкурсная группа исключена";1437238;"01.07.2026 в 20:59"
50;1;"—";261;"100 94 67";0;"Участвуете в конкурсе";1000967;"28.06.2026 в 14:28"
51;3;"—";261;"90 88 83";0;"Участвуете в конкурсе";1079663;"24.06.2026 в 07:06"
52;5;"—";261;"88 92 81";0;"Участвуете в конкурсе";1231001;"29.06.2026 в 21:10"
53;2;"—";261;"88 90 83";0;"На рассмотрении";1322979;"30.06.2026 в 13:20"
54;1;"—";261;"84 90 86";1;"На рассмотрении";1618059;"04.07.2026 в 17:28"
55;4;"—";260;"84 98 78";0;"Участвуете в конкурсе";1363817;"30.06.2026 в 22:41"
56;2;"—";260;"88 80 86";6;"Участвуете в конкурсе";1162771;"28.06.2026 в 08:57"
57;4;"—";259;"86 90 83";0;"Участвуете в конкурсе";1236454;"30.06.2026 в 19:11"
58;3;"—";259;"88 88 83";0;"На рассмотрении";1541125;"03.07.2026 в 14:01"
59;6;"—";259;"80 88 91";0;"На рассмотрении";1577968;"03.07.2026 в 19:31"
60;5;"—";259;"90 86 83";0;"На рассмотрении";1578659;"03.07.2026 в 19:48"
61;2;"—";259;"92 84 83";0;"На рассмотрении";1611464;"04.07.2026 в 14:49"
62;2;"—";259;"88 79 86";6;"Участвуете в конкурсе";1346402;"30.06.2026 в 17:13"
63;4;"—";259;"88 90 75";6;"Участвуете в конкурсе";1346803;"01.07.2026 в 17:53"
64;4;"—";258;"98 88 72";0;"На рассмотрении";966386;"03.07.2026 в 13:59"
65;3;"—";258;"80 92 86";0;"На рассмотрении";1134463;"03.07.2026 в 19:39"
66;6;"—";258;"90 95 73";0;"Участвуете в конкурсе";1312244;"30.06.2026 в 11:35"
67;1;"—";258;"90 93 75";0;"Участвуете в конкурсе";1362904;"30.06.2026 в 22:18"
68;3;"—";258;"95 80 83";0;"На рассмотрении";1587200;"04.07.2026 в 02:01"
69;4;"—";257;"98 90 69";0;"На рассмотрении";1258631;"02.07.2026 в 23:13"
70;5;"—";257;"88 77 86";6;"Участвуете в конкурсе";1350238;"30.06.2026 в 18:12"
71;1;"—";256;"88 82 86";0;"На рассмотрении";1463782;"02.07.2026 в 11:01"
72;4;"Электронное";256;"92 85 78";1;"На рассмотрении";1172661;"03.07.2026 в 09:13"
73;4;"—";256;"78 75 97";6;"Участвуете в конкурсе";1212502;"28.06.2026 в 22:14"
74;7;"—";255;"86 83 86";0;"Участвуете в конкурсе";1280121;"29.06.2026 в 21:59"
75;2;"—";255;"98 82 75";0;"На рассмотрении";1552043;"03.07.2026 в 17:11"
76;5;"—";255;"88 94 73";0;"На рассмотрении";1579037;"03.07.2026 в 19:58"
77;5;"—";255;"100 78 72";5;"Участвуете в конкурсе";1330716;"30.06.2026 в 15:15"
78;2;"—";255;"92 90 67";6;"Участвуете в конкурсе";1243170;"29.06.2026 в 21:21"
79;2;"—";255;"86 73 89";7;"Участвуете в конкурсе";1254416;"29.06.2026 в 21:35"
80;4;"—";254;"90 92 72";0;"Участвуете в конкурсе";1170665;"27.06.2026 в 14:47"
81;2;"—";254;"88 88 78";0;"Участвуете в конкурсе";1381189;"01.07.2026 в 10:28"
82;2;"—";254;"82 83 89";0;"На рассмотрении";1581991;"03.07.2026 в 21:22"
83;2;"—";253;"97 90 66";0;"На рассмотрении";1169559;"27.06.2026 в 14:08"
84;5;"—";253;"84 80 89";0;"На рассмотрении";1472737;"02.07.2026 в 12:24"
85;3;"—";253;"82 88 83";0;"На рассмотрении";1507882;"02.07.2026 в 19:01"
86;6;"—";253;"80 78 94";1;"На рассмотрении";1465657;"02.07.2026 в 11:19"
87;2;"—";252;"100 79 73";0;"Участвуете в конкурсе";1258473;"29.06.2026 в 21:40"
88;1;"—";252;"86 83 83";0;"На рассмотрении";1502877;"02.07.2026 в 17:25"
89;1;"—";252;"92 82 78";0;"На рассмотрении";1591487;"04.07.2026 в 09:47"
90;2;"—";252;"90 75 86";1;"На рассмотрении";1569379;"03.07.2026 в 18:29"
91;4;"—";252;"82 83 86";1;"На рассмотрении";1575915;"03.07.2026 в 19:00"
92;2;"—";252;"82 88 81";1;"На рассмотрении";1624332;"04.07.2026 в 21:12"
93;1;"—";251;"90 94 67";0;"На рассмотрении";1595314;"04.07.2026 в 10:23"
94;1;"Электронное";251;"92 86 73";0;"На рассмотрении";1610306;"04.07.2026 в 14:25"
95;5;"—";251;"80 80 91";0;"Передано в вуз";1633063;"05.07.2026 в 11:49"
96;1;"—";251;"88 84 73";6;"Участвуете в конкурсе";1221701;"29.06.2026 в 08:37"
97;1;"—";251;"76 86 83";6;"Участвуете в конкурсе";1282701;"30.06.2026 в 09:45"
98;2;"—";251;"82 77 83";9;"Участвуете в конкурсе";1303331;"30.06.2026 в 10:44"
99;2;"—";250;"84 80 86";0;"Участвуете в конкурсе";1253509;"01.07.2026 в 20:09"
100;2;"—";250;"82 98 70";0;"На рассмотрении";1362062;"30.06.2026 в 21:59"
101;4;"Электронное";250;"84 85 81";0;"На рассмотрении";1520096;"03.07.2026 в 19:50"
102;1;"—";250;"86 92 72";0;"На рассмотрении";1577353;"03.07.2026 в 19:14"
103;6;"—";249;"80 88 81";0;"Конкурсная группа исключена";964967;"04.07.2026 в 08:55"
104;2;"—";249;"86 72 91";0;"Участвуете в конкурсе";1199688;"28.06.2026 в 16:17"
105;1;"—";249;"92 88 69";0;"Участвуете в конкурсе";1208969;"29.06.2026 в 08:50"
106;3;"—";249;"80 80 89";0;"Участвуете в конкурсе";1292626;"01.07.2026 в 22:33"
107;3;"—";249;"86 80 83";0;"На рассмотрении";1622784;"04.07.2026 в 20:09"
108;4;"—";248;"84 75 89";0;"Участвуете в конкурсе";1169849;"27.06.2026 в 14:18"
109;3;"—";248;"84 83 81";0;"Участвуете в конкурсе";1319847;"30.06.2026 в 12:45"
110;2;"—";248;"92 86 70";0;"Участвуете в конкурсе";1350842;"30.06.2026 в 18:22"
111;5;"—";247;"86 80 81";0;"На рассмотрении";1527825;"03.07.2026 в 08:36"
112;5;"—";247;"88 70 83";6;"Участвуете в конкурсе";1200506;"28.06.2026 в 16:36"
113;5;"—";246;"82 83 81";0;"Участвуете в конкурсе";832645;"21.06.2026 в 12:51"
114;4;"Электронное";246;"80 78 81";7;"Участвуете в конкурсе";1200801;"28.06.2026 в 16:43"
115;6;"—";245;"76 83 86";0;"Участвуете в конкурсе";1359130;"30.06.2026 в 20:56"
116;4;"—";245;"90 77 78";0;"Участвуете в конкурсе";1425078;"01.07.2026 в 17:30"
117;1;"—";245;"84 80 81";0;"На рассмотрении";1512655;"02.07.2026 в 20:20"
118;3;"—";245;"84 83 78";0;"На рассмотрении";1553143;"03.07.2026 в 17:14"
119;2;"—";245;"82 73 89";1;"На рассмотрении";1590663;"04.07.2026 в 20:21"
120;3;"—";245;"88 80 70";7;"Участвуете в конкурсе";1203614;"28.06.2026 в 17:57"
121;4;"Электронное";244;"86 72 86";0;"Участвуете в конкурсе";1265103;"29.06.2026 в 21:50"
122;5;"—";244;"80 80 83";1;"Участвуете в конкурсе";1201482;"28.06.2026 в 16:59"
123;3;"—";244;"96 61 81";6;"Участвуете в конкурсе";1214592;"28.06.2026 в 23:40"
124;5;"—";243;"80 80 83";0;"Участвуете в конкурсе";1232375;"29.06.2026 в 21:11"
125;4;"—";243;"88 77 78";0;"Участвуете в конкурсе";1240557;"29.06.2026 в 21:18"
126;1;"—";243;"88 86 69";0;"Участвуете в конкурсе";1268160;"29.06.2026 в 21:54"
127;5;"—";243;"86 76 81";0;"На рассмотрении";1480099;"02.07.2026 в 13:31"
128;5;"—";243;"82 80 81";0;"На рассмотрении";1511837;"02.07.2026 в 20:04"
129;3;"—";243;"84 78 81";0;"На рассмотрении";1575965;"03.07.2026 в 19:01"
130;3;"—";243;"84 73 86";0;"На рассмотрении";1610723;"04.07.2026 в 14:52"
131;1;"—";243;"82 88 73";0;"На рассмотрении";1627655;"05.07.2026 в 00:17"
132;5;"—";243;"84 76 83";0;"Передано в вуз";1633113;"05.07.2026 в 13:46"
133;2;"—";243;"84 70 83";6;"Участвуете в конкурсе";1304945;"01.07.2026 в 09:21"
134;5;"—";243;"88 70 78";7;"На рассмотрении";1410095;"02.07.2026 в 23:04"
135;2;"—";242;"84 80 78";0;"Участвуете в конкурсе";1419431;"01.07.2026 в 16:19"
136;2;"—";241;"84 88 69";0;"На рассмотрении";1292676;"03.07.2026 в 09:14"
