"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
1;1;"—";301;"98 93 100";10;"Участвуете в конкурсе";1433580;"01.07.2026 в 19:53"
2;3;"—";296;"92 100 94";10;"Участвуете в конкурсе";1258231;"29.06.2026 в 21:40"
3;4;"—";295;"96 98 91";10;"Участвуете в конкурсе";1324026;"30.06.2026 в 13:31"
4;3;"—";294;"95 93 100";6;"Участвуете в конкурсе";1244814;"29.06.2026 в 21:23"
5;1;"—";294;"98 95 94";7;"Участвуете в конкурсе";1184355;"28.06.2026 в 08:34"
6;6;"—";294;"95 100 89";10;"Участвуете в конкурсе";1440074;"01.07.2026 в 21:55"
7;4;"—";293;"97 98 91";7;"На рассмотрении";1520302;"02.07.2026 в 23:24"
8;2;"—";292;"97 100 89";6;"Участвуете в конкурсе";1291412;"30.06.2026 в 00:14"
9;4;"—";292;"94 95 97";6;"На рассмотрении";1581196;"03.07.2026 в 20:58"
10;6;"—";291;"97 100 94";0;"Передано в вуз";1630066;"05.07.2026 в 08:57"
11;4;"—";291;"94 100 91";6;"Участвуете в конкурсе";1202180;"28.06.2026 в 17:18"
12;2;"—";290;"96 98 91";5;"На рассмотрении";1581283;"04.07.2026 в 09:50"
13;3;"—";290;"96 90 97";7;"Участвуете в конкурсе";1399916;"01.07.2026 в 13:35"
14;1;"—";289;"95 100 94";0;"Конкурсная группа исключена";1420208;"01.07.2026 в 16:28"
15;3;"—";289;"92 100 97";0;"На рассмотрении";1521418;"03.07.2026 в 00:10"
16;4;"—";289;"96 95 97";1;"На рассмотрении";1573815;"03.07.2026 в 18:49"
17;2;"—";288;"94 90 94";10;"Участвуете в конкурсе";1250632;"29.06.2026 в 21:30"
18;5;"—";287;"92 95 94";6;"Участвуете в конкурсе";1430310;"01.07.2026 в 18:54"
19;4;"—";287;"98 90 89";10;"Участвуете в конкурсе";1196329;"28.06.2026 в 14:59"
20;3;"—";287;"100 83 94";10;"Участвуете в конкурсе";1201283;"28.06.2026 в 16:55"
21;2;"—";286;"95 94 91";6;"Участвуете в конкурсе";1198292;"28.06.2026 в 15:44"
22;3;"—";284;"97 98 89";0;"На рассмотрении";1431898;"03.07.2026 в 20:16"
23;2;"—";283;"97 100 86";0;"На рассмотрении";1197315;"04.07.2026 в 12:29"
24;5;"—";283;"94 98 91";0;"Участвуете в конкурсе";1350760;"30.06.2026 в 18:20"
25;1;"—";283;"97 100 86";0;"На рассмотрении";1503011;"02.07.2026 в 18:13"
26;2;"—";283;"96 96 91";0;"На рассмотрении";1507944;"02.07.2026 в 18:49"
27;5;"—";283;"94 100 83";6;"На рассмотрении";1342374;"02.07.2026 в 18:09"
28;6;"—";283;"100 85 91";7;"На рассмотрении";1267657;"29.06.2026 в 21:53"
29;4;"—";282;"90 98 94";0;"Участвуете в конкурсе";1409211;"01.07.2026 в 14:41"
30;3;"—";282;"86 98 91";7;"На рассмотрении";1345355;"04.07.2026 в 16:32"
31;6;"—";282;"96 95 83";8;"Участвуете в конкурсе";1195073;"28.06.2026 в 14:29"
32;2;"—";282;"88 93 91";10;"Участвуете в конкурсе";1249200;"29.06.2026 в 21:28"
33;5;"—";281;"92 98 91";0;"Участвуете в конкурсе";1350447;"30.06.2026 в 18:15"
34;2;"—";281;"97 95 89";0;"Участвуете в конкурсе";1438245;"01.07.2026 в 21:19"
35;6;"—";281;"92 94 94";1;"На рассмотрении";1494027;"02.07.2026 в 15:40"
36;3;"—";281;"90 93 97";1;"На рассмотрении";1507977;"02.07.2026 в 18:49"
37;2;"—";280;"97 88 94";1;"На рассмотрении";1472422;"02.07.2026 в 12:22"
38;1;"—";280;"94 93 86";7;"Участвуете в конкурсе";1318853;"30.06.2026 в 12:37"
39;2;"—";280;"94 90 89";7;"На рассмотрении";1468374;"02.07.2026 в 11:44"
40;5;"—";279;"95 95 89";0;"На рассмотрении";1494321;"02.07.2026 в 15:44"
41;2;"—";279;"92 100 86";1;"Участвуете в конкурсе";1374012;"01.07.2026 в 08:44"
42;3;"—";279;"92 95 91";1;"На рассмотрении";1627815;"05.07.2026 в 00:33"
43;4;"—";278;"94 90 94";0;"Участвуете в конкурсе";1198440;"28.06.2026 в 15:48"
44;5;"—";278;"94 93 91";0;"На рассмотрении";1617578;"04.07.2026 в 17:15"
45;4;"—";278;"86 95 91";6;"Участвуете в конкурсе";1423344;"01.07.2026 в 17:06"
46;6;"—";278;"86 88 94";10;"Участвуете в конкурсе";1254365;"29.06.2026 в 21:35"
47;2;"—";277;"94 92 91";0;"На рассмотрении";1071412;"23.06.2026 в 18:03"
48;4;"Электронное";277;"88 98 91";0;"Участвуете в конкурсе";1220903;"29.06.2026 в 08:17"
49;2;"—";277;"86 100 91";0;"На рассмотрении";1620136;"04.07.2026 в 18:35"
50;1;"—";277;"92 94 91";0;"Передано в вуз";1632848;"05.07.2026 в 11:42"
51;5;"—";277;"90 95 91";1;"На рассмотрении";1514469;"02.07.2026 в 20:57"
52;5;"—";277;"98 100 73";6;"Участвуете в конкурсе";1254825;"29.06.2026 в 21:35"
53;2;"—";276;"92 90 94";0;"Участвуете в конкурсе";961863;"20.06.2026 в 12:24"
54;4;"—";276;"92 93 91";0;"На рассмотрении";1592508;"04.07.2026 в 09:31"
55;3;"—";275;"94 95 86";0;"Участвуете в конкурсе";1454148;"02.07.2026 в 09:14"
56;4;"—";275;"88 93 94";0;"На рассмотрении";1565220;"03.07.2026 в 18:11"
57;5;"Электронное";275;"88 98 83";6;"Участвуете в конкурсе";1279350;"03.07.2026 в 07:55"
58;2;"—";275;"98 80 91";6;"На рассмотрении";1583302;"03.07.2026 в 22:05"
59;3;"—";275;"94 92 83";6;"На рассмотрении";1608788;"04.07.2026 в 13:56"
60;3;"—";275;"92 95 78";10;"Участвуете в конкурсе";1078179;"24.06.2026 в 00:46"
61;5;"—";275;"86 93 86";10;"Участвуете в конкурсе";1256206;"29.06.2026 в 21:37"
62;4;"—";274;"94 93 81";6;"Участвуете в конкурсе";1314987;"30.06.2026 в 12:01"
63;6;"—";273;"84 95 94";0;"Участвуете в конкурсе";1398817;"01.07.2026 в 13:08"
64;3;"Электронное";273;"100 90 83";0;"На рассмотрении";1485687;"02.07.2026 в 14:22"
65;3;"—";273;"92 95 86";0;"На рассмотрении";1487555;"02.07.2026 в 14:39"
66;5;"—";273;"86 93 94";0;"На рассмотрении";1487914;"03.07.2026 в 16:45"
67;5;"—";273;"94 98 81";0;"На рассмотрении";1619131;"04.07.2026 в 18:00"
68;1;"—";273;"84 93 89";7;"Участвуете в конкурсе";1370592;"01.07.2026 в 07:46"
69;3;"—";273;"92 88 83";10;"Участвуете в конкурсе";1205545;"28.06.2026 в 18:51"
70;2;"—";273;"94 88 81";10;"Участвуете в конкурсе";1273624;"29.06.2026 в 21:56"
71;4;"—";272;"95 88 89";0;"Участвуете в конкурсе";1438101;"01.07.2026 в 21:16"
72;3;"—";272;"92 88 86";6;"Участвуете в конкурсе";1264504;"29.06.2026 в 21:49"
73;2;"—";272;"97 88 81";6;"Участвуете в конкурсе";1266219;"29.06.2026 в 21:51"
74;2;"—";272;"92 85 89";6;"Участвуете в конкурсе";1398740;"01.07.2026 в 13:07"
75;4;"—";272;"88 92 86";6;"На рассмотрении";1502383;"02.07.2026 в 17:17"
76;1;"—";272;"88 83 94";7;"Участвуете в конкурсе";1257161;"29.06.2026 в 21:38"
77;1;"—";272;"86 100 78";8;"Участвуете в конкурсе";1254346;"29.06.2026 в 21:35"
78;1;"—";272;"94 93 75";10;"Участвуете в конкурсе";1259793;"29.06.2026 в 21:42"
79;3;"—";271;"92 93 86";0;"Участвуете в конкурсе";947162;"21.06.2026 в 00:11"
80;3;"—";271;"90 90 91";0;"На рассмотрении";1526244;"03.07.2026 в 07:46"
81;3;"—";271;"95 95 81";0;"На рассмотрении";1600180;"04.07.2026 в 11:39"
82;1;"—";271;"94 88 89";0;"На рассмотрении";1620543;"04.07.2026 в 18:49"
83;3;"Электронное";271;"90 80 100";1;"Участвуете в конкурсе";1184349;"28.06.2026 в 08:33"
84;5;"—";271;"86 98 86";1;"Участвуете в конкурсе";1408154;"01.07.2026 в 14:31"
85;1;"—";271;"95 98 72";6;"Участвуете в конкурсе";1343817;"30.06.2026 в 19:11"
86;3;"—";270;"86 98 86";0;"На рассмотрении";1156291;"04.07.2026 в 12:19"
87;4;"Электронное";270;"86 90 94";0;"Участвуете в конкурсе";1174598;"01.07.2026 в 13:56"
88;2;"—";270;"96 85 89";0;"На рассмотрении";1264954;"02.07.2026 в 10:56"
89;2;"Электронное";270;"94 96 73";7;"Участвуете в конкурсе";1205035;"28.06.2026 в 18:37"
90;3;"Электронное";270;"86 95 81";8;"Участвуете в конкурсе";1334503;"30.06.2026 в 15:20"
91;2;"—";270;"86 83 91";10;"Участвуете в конкурсе";1240119;"29.06.2026 в 21:18"
92;4;"Электронное";269;"90 98 81";0;"Конкурсная группа исключена";1049179;"30.06.2026 в 09:21"
93;5;"Электронное";269;"90 93 86";0;"Участвуете в конкурсе";1199544;"28.06.2026 в 16:14"
94;4;"—";269;"90 98 81";0;"На рассмотрении";1373770;"02.07.2026 в 12:34"
95;4;"—";269;"92 88 89";0;"Участвуете в конкурсе";1396695;"01.07.2026 в 12:49"
96;5;"—";269;"80 98 91";0;"Участвуете в конкурсе";1425280;"01.07.2026 в 17:33"
97;1;"—";269;"82 98 89";0;"На рассмотрении";1507233;"02.07.2026 в 18:36"
98;4;"—";269;"82 90 97";0;"На рассмотрении";1603637;"04.07.2026 в 12:29"
99;6;"—";269;"82 93 94";0;"На рассмотрении";1616298;"04.07.2026 в 16:40"
100;4;"—";269;"92 95 81";1;"Участвуете в конкурсе";1441879;"01.07.2026 в 22:35"
101;5;"—";269;"97 80 91";1;"На рассмотрении";1578846;"03.07.2026 в 19:53"
102;4;"—";269;"90 93 83";3;"На рассмотрении";1431834;"04.07.2026 в 11:04"
103;6;"—";269;"86 88 89";6;"Участвуете в конкурсе";1355069;"30.06.2026 в 19:36"
104;4;"—";269;"86 93 83";7;"Участвуете в конкурсе";1447289;"02.07.2026 в 04:18"
105;4;"—";268;"92 95 81";0;"Участвуете в конкурсе";1386463;"01.07.2026 в 11:17"
106;3;"—";268;"84 98 86";0;"На рассмотрении";1519188;"02.07.2026 в 22:49"
107;4;"Электронное";268;"99 88 81";0;"На рассмотрении";1583083;"03.07.2026 в 21:57"
108;3;"—";268;"88 94 86";0;"На рассмотрении";1608013;"04.07.2026 в 13:42"
109;5;"—";268;"94 95 78";1;"Участвуете в конкурсе";1239792;"29.06.2026 в 21:18"
110;5;"—";268;"88 93 86";1;"На рассмотрении";1579001;"03.07.2026 в 19:57"
111;3;"—";268;"84 90 89";5;"Участвуете в конкурсе";1385389;"01.07.2026 в 11:07"
112;2;"—";268;"82 83 97";6;"Участвуете в конкурсе";1360566;"30.06.2026 в 21:26"
113;1;"—";268;"82 90 86";10;"Участвуете в конкурсе";1424527;"01.07.2026 в 17:22"
114;4;"—";267;"82 88 97";0;"Участвуете в конкурсе";1362507;"30.06.2026 в 22:09"
115;2;"—";267;"88 88 91";0;"На рассмотрении";1604469;"04.07.2026 в 12:43"
116;3;"Электронное";267;"88 93 86";0;"На рассмотрении";1618942;"04.07.2026 в 17:55"
117;2;"—";267;"88 88 91";0;"На рассмотрении";1619608;"04.07.2026 в 18:16"
118;5;"—";267;"82 95 89";1;"На рассмотрении";1586859;"04.07.2026 в 01:10"
119;3;"—";267;"95 90 81";1;"На рассмотрении";1626807;"04.07.2026 в 23:14"
120;2;"—";267;"84 94 83";6;"Участвуете в конкурсе";1316550;"30.06.2026 в 15:53"
121;2;"—";267;"86 88 86";7;"Участвуете в конкурсе";1327585;"30.06.2026 в 17:54"
122;3;"—";266;"97 88 81";0;"Участвуете в конкурсе";997051;"21.06.2026 в 15:40"
123;5;"—";266;"84 88 94";0;"Участвуете в конкурсе";1222562;"29.06.2026 в 08:56"
124;6;"—";266;"97 88 81";0;"Участвуете в конкурсе";1286267;"30.06.2026 в 13:29"
125;3;"—";266;"90 85 91";0;"Участвуете в конкурсе";1428621;"01.07.2026 в 18:26"
126;3;"—";266;"98 85 83";0;"На рассмотрении";1445477;"02.07.2026 в 00:38"
127;2;"—";266;"92 80 94";0;"На рассмотрении";1483760;"02.07.2026 в 15:06"
128;3;"—";266;"90 90 86";0;"На рассмотрении";1598750;"04.07.2026 в 11:17"
129;2;"—";266;"95 93 78";0;"На рассмотрении";1612262;"04.07.2026 в 15:05"
130;1;"—";266;"88 92 86";0;"На рассмотрении";1620866;"04.07.2026 в 18:59"
131;3;"—";266;"88 88 89";1;"Участвуете в конкурсе";1424502;"01.07.2026 в 17:22"
132;4;"—";266;"86 80 94";6;"Участвуете в конкурсе";1304740;"30.06.2026 в 10:19"
133;6;"—";266;"84 98 78";6;"Участвуете в конкурсе";1317986;"30.06.2026 в 12:29"
134;2;"—";266;"86 83 91";6;"Участвуете в конкурсе";1444491;"01.07.2026 в 23:51"
135;3;"Электронное";266;"82 83 94";7;"На рассмотрении";1516144;"02.07.2026 в 21:33"
136;3;"—";265;"84 95 86";0;"На рассмотрении";1470771;"02.07.2026 в 12:06"
137;2;"—";265;"92 90 83";0;"На рассмотрении";1563870;"03.07.2026 в 18:05"
138;8;"—";265;"96 80 89";0;"На рассмотрении";1616607;"04.07.2026 в 16:48"
139;3;"—";265;"86 90 89";0;"На рассмотрении";1624767;"04.07.2026 в 21:32"
140;5;"—";265;"88 85 91";1;"Участвуете в конкурсе";1351711;"30.06.2026 в 18:37"
141;2;"—";265;"88 93 83";1;"Участвуете в конкурсе";1432593;"01.07.2026 в 19:35"
142;3;"—";265;"94 95 75";1;"Участвуете в конкурсе";1432938;"01.07.2026 в 19:41"
143;3;"—";265;"90 88 86";1;"Передано в вуз";1529416;"05.07.2026 в 14:35"
144;3;"—";265;"86 100 78";1;"На рассмотрении";1605297;"04.07.2026 в 12:56"
145;2;"—";265;"88 95 81";1;"Передано в вуз";1633627;"05.07.2026 в 12:10"
146;2;"—";265;"82 80 97";6;"Участвуете в конкурсе";1211592;"28.06.2026 в 21:43"
147;4;"Электронное";265;"84 88 86";7;"Участвуете в конкурсе";1187173;"28.06.2026 в 11:01"
148;4;"Электронное";265;"82 85 91";7;"Участвуете в конкурсе";1258746;"29.06.2026 в 21:41"
149;2;"—";265;"84 85 89";7;"Участвуете в конкурсе";1315654;"30.06.2026 в 12:08"
150;7;"—";264;"95 88 81";0;"На рассмотрении";1268565;"02.07.2026 в 19:03"
151;5;"—";264;"86 83 94";1;"Участвуете в конкурсе";1178815;"27.06.2026 в 20:40"
152;4;"—";264;"84 90 89";1;"На рассмотрении";1487062;"03.07.2026 в 21:35"
153;5;"—";264;"86 94 83";1;"На рассмотрении";1598079;"04.07.2026 в 11:07"
154;3;"Электронное";264;"90 90 78";6;"Участвуете в конкурсе";1200770;"28.06.2026 в 16:43"
155;3;"Электронное";264;"86 83 89";6;"Участвуете в конкурсе";1336426;"30.06.2026 в 15:22"
156;3;"—";264;"84 93 81";6;"Участвуете в конкурсе";1449332;"02.07.2026 в 06:57"
157;2;"—";264;"92 88 78";6;"На рассмотрении";1481862;"02.07.2026 в 13:47"
158;2;"—";264;"90 93 75";6;"На рассмотрении";1583841;"03.07.2026 в 22:24"
159;4;"Электронное";264;"97 80 81";6;"На рассмотрении";1597166;"04.07.2026 в 10:53"
160;2;"—";264;"86 90 81";7;"Участвуете в конкурсе";1200711;"28.06.2026 в 16:41"
161;4;"—";264;"88 88 81";7;"Участвуете в конкурсе";1335787;"02.07.2026 в 12:25"
162;1;"—";264;"86 85 86";7;"Участвуете в конкурсе";1360291;"30.06.2026 в 21:19"
163;4;"—";264;"80 83 94";7;"Участвуете в конкурсе";1434546;"01.07.2026 в 20:10"
164;2;"—";264;"84 90 81";9;"На рассмотрении";1461080;"02.07.2026 в 10:36"
165;4;"—";263;"90 90 83";0;"Участвуете в конкурсе";1277775;"01.07.2026 в 08:29"
166;2;"Электронное";263;"92 88 83";0;"Участвуете в конкурсе";1309872;"30.06.2026 в 11:12"
167;3;"Электронное";263;"90 90 83";0;"Участвуете в конкурсе";1387356;"01.07.2026 в 11:26"
168;1;"—";263;"86 88 89";0;"Участвуете в конкурсе";1404872;"01.07.2026 в 17:47"
169;7;"—";263;"84 88 91";0;"Участвуете в конкурсе";1432270;"01.07.2026 в 19:29"
170;2;"—";263;"95 90 78";0;"Участвуете в конкурсе";1453433;"02.07.2026 в 09:01"
171;5;"—";263;"82 95 86";0;"На рассмотрении";1510245;"02.07.2026 в 19:33"
172;2;"—";263;"84 88 91";0;"На рассмотрении";1517530;"02.07.2026 в 22:06"
173;5;"—";263;"84 93 86";0;"На рассмотрении";1543675;"03.07.2026 в 14:43"
174;3;"Электронное";263;"92 93 78";0;"На рассмотрении";1586729;"04.07.2026 в 16:26"
175;2;"—";263;"94 85 83";1;"На рассмотрении";1620290;"04.07.2026 в 18:41"
176;2;"—";263;"82 95 81";5;"Участвуете в конкурсе";1221044;"29.06.2026 в 08:20"
177;2;"—";263;"86 90 81";6;"Участвуете в конкурсе";1010725;"22.06.2026 в 09:56"
178;1;"—";263;"78 90 89";6;"Участвуете в конкурсе";1449438;"02.07.2026 в 07:02"
179;3;"—";263;"80 88 89";6;"На рассмотрении";1584195;"03.07.2026 в 22:37"
180;4;"Электронное";263;"96 88 72";7;"Участвуете в конкурсе";1426223;"01.07.2026 в 17:47"
181;2;"—";263;"80 85 89";9;"Участвуете в конкурсе";1176570;"27.06.2026 в 18:50"
182;6;"Электронное";263;"80 100 73";10;"Участвуете в конкурсе";943117;"20.06.2026 в 08:03"
183;5;"—";262;"86 90 86";0;"Участвуете в конкурсе";946916;"20.06.2026 в 10:20"
184;4;"—";262;"92 100 70";0;"Участвуете в конкурсе";1284389;"29.06.2026 в 22:02"
185;5;"—";262;"86 90 86";0;"Участвуете в конкурсе";1430113;"01.07.2026 в 18:51"
186;3;"—";262;"80 93 89";0;"На рассмотрении";1496450;"02.07.2026 в 16:06"
187;2;"—";262;"84 95 83";0;"На рассмотрении";1508573;"02.07.2026 в 19:00"
188;3;"—";262;"80 95 81";6;"Участвуете в конкурсе";1343048;"30.06.2026 в 16:30"
189;2;"—";262;"80 85 91";6;"Участвуете в конкурсе";1375343;"01.07.2026 в 09:31"
190;1;"Электронное";262;"88 86 81";7;"Участвуете в конкурсе";1270127;"30.06.2026 в 19:21"
191;6;"—";262;"84 80 91";7;"На рассмотрении";1289245;"03.07.2026 в 18:25"
192;2;"Электронное";261;"100 78 83";0;"Конкурсная группа исключена";987797;"23.06.2026 в 09:02"
193;3;"—";261;"88 92 81";0;"Участвуете в конкурсе";1231001;"29.06.2026 в 21:10"
194;2;"—";261;"82 88 91";0;"Участвуете в конкурсе";1254235;"29.06.2026 в 21:35"
195;1;"—";261;"88 90 83";0;"На рассмотрении";1322979;"30.06.2026 в 13:20"
196;3;"—";261;"88 90 83";0;"На рассмотрении";1344407;"02.07.2026 в 22:05"
197;3;"—";261;"84 88 89";0;"Участвуете в конкурсе";1362750;"30.06.2026 в 22:15"
198;2;"—";261;"80 90 91";0;"На рассмотрении";1497648;"02.07.2026 в 16:20"
199;3;"—";261;"82 90 89";0;"На рассмотрении";1502847;"02.07.2026 в 17:24"
200;3;"Электронное";261;"82 90 89";0;"На рассмотрении";1511374;"02.07.2026 в 19:55"
201;2;"—";261;"95 85 81";0;"На рассмотрении";1522980;"03.07.2026 в 02:52"
202;3;"—";261;"94 88 78";1;"На рассмотрении";1506914;"02.07.2026 в 18:30"
203;3;"—";261;"84 93 83";1;"На рассмотрении";1592308;"04.07.2026 в 09:27"
204;3;"—";261;"86 85 89";1;"Передано в вуз";1636048;"05.07.2026 в 13:29"
205;3;"—";261;"88 86 81";6;"Участвуете в конкурсе";942094;"20.06.2026 в 07:24"
206;3;"—";261;"85 90 80";6;"На рассмотрении";973109;"20.06.2026 в 15:20"
207;7;"—";261;"82 83 89";7;"Участвуете в конкурсе";1363973;"30.06.2026 в 22:45"
208;6;"—";261;"78 93 83";7;"Участвуете в конкурсе";1368827;"01.07.2026 в 04:56"
209;5;"Электронное";261;"82 83 86";10;"Участвуете в конкурсе";1213861;"28.06.2026 в 23:04"
210;2;"—";260;"88 83 89";0;"На рассмотрении";997910;"03.07.2026 в 19:34"
211;3;"—";260;"84 85 91";0;"На рассмотрении";1268023;"29.06.2026 в 21:53"
212;5;"—";260;"86 85 89";0;"На рассмотрении";1481735;"02.07.2026 в 13:46"
213;3;"—";260;"86 88 86";0;"На рассмотрении";1508827;"02.07.2026 в 19:05"
214;2;"—";260;"82 100 78";0;"На рассмотрении";1512005;"02.07.2026 в 20:07"
215;1;"—";260;"86 83 91";0;"На рассмотрении";1537319;"03.07.2026 в 10:51"
216;3;"—";260;"86 83 91";0;"На рассмотрении";1568727;"03.07.2026 в 18:26"
217;7;"—";260;"84 85 91";0;"На рассмотрении";1580433;"03.07.2026 в 20:37"
218;3;"—";260;"84 95 81";0;"На рассмотрении";1621297;"04.07.2026 в 19:14"
219;6;"Электронное";260;"86 88 86";0;"Передано в вуз";1631768;"05.07.2026 в 10:54"
220;3;"—";260;"84 90 86";0;"Передано в вуз";1632328;"05.07.2026 в 11:20"
221;3;"—";260;"88 85 86";1;"На рассмотрении";1199611;"03.07.2026 в 18:15"
222;4;"—";260;"90 88 81";1;"Участвуете в конкурсе";1307191;"30.06.2026 в 10:46"
223;4;"—";260;"94 95 70";1;"На рассмотрении";1512824;"04.07.2026 в 21:27"
224;4;"—";260;"88 88 83";1;"На рассмотрении";1577294;"03.07.2026 в 19:12"
225;2;"—";260;"74 83 97";6;"Участвуете в конкурсе";1220958;"29.06.2026 в 08:18"
226;2;"—";260;"78 85 91";6;"На рассмотрении";1341335;"02.07.2026 в 16:20"
227;2;"—";260;"90 85 78";7;"Участвуете в конкурсе";1241208;"29.06.2026 в 21:19"
228;1;"—";260;"80 90 83";7;"Участвуете в конкурсе";1286472;"29.06.2026 в 22:05"
229;7;"—";259;"86 90 83";0;"Участвуете в конкурсе";1236454;"30.06.2026 в 19:11"
230;7;"—";259;"86 90 83";0;"Участвуете в конкурсе";1315435;"30.06.2026 в 12:05"
231;3;"—";259;"92 86 81";0;"На рассмотрении";1506958;"03.07.2026 в 10:32"
232;1;"—";259;"80 88 91";0;"На рассмотрении";1577968;"03.07.2026 в 19:31"
233;2;"—";259;"94 95 70";0;"На рассмотрении";1590129;"04.07.2026 в 08:20"
234;2;"—";259;"92 83 81";3;"На рассмотрении";1513552;"02.07.2026 в 20:38"
235;4;"—";259;"92 88 73";6;"На рассмотрении";1121333;"03.07.2026 в 13:57"
236;4;"—";259;"84 83 86";6;"Участвуете в конкурсе";1176733;"27.06.2026 в 18:57"
237;2;"—";259;"82 85 86";6;"Участвуете в конкурсе";1258665;"29.06.2026 в 21:41"
238;1;"—";259;"95 72 86";6;"Участвуете в конкурсе";1265504;"29.06.2026 в 21:50"
239;5;"—";259;"82 90 81";6;"Участвуете в конкурсе";1326209;"30.06.2026 в 13:54"
240;1;"—";259;"88 90 75";6;"Участвуете в конкурсе";1346803;"01.07.2026 в 17:53"
241;3;"—";259;"82 85 86";6;"Участвуете в конкурсе";1428637;"01.07.2026 в 18:26"
242;1;"—";259;"86 85 81";7;"Участвуете в конкурсе";1206914;"28.06.2026 в 19:28"
243;2;"—";259;"84 85 83";7;"На рассмотрении";1496678;"02.07.2026 в 16:18"
244;4;"—";258;"92 80 86";0;"Участвуете в конкурсе";1247033;"29.06.2026 в 21:26"
245;5;"—";258;"92 85 81";0;"Участвуете в конкурсе";1259728;"29.06.2026 в 21:42"
246;6;"—";258;"98 88 72";0;"На рассмотрении";1265681;"29.06.2026 в 21:50"
247;4;"Электронное";258;"84 88 86";0;"Участвуете в конкурсе";1400181;"01.07.2026 в 13:21"
248;2;"—";258;"94 83 81";0;"Участвуете в конкурсе";1411174;"01.07.2026 в 14:58"
249;1;"Электронное";258;"84 85 89";0;"Участвуете в конкурсе";1430487;"01.07.2026 в 18:57"
250;3;"—";258;"84 83 91";0;"Участвуете в конкурсе";1431274;"01.07.2026 в 19:11"
251;5;"—";258;"92 80 86";0;"Участвуете в конкурсе";1443835;"01.07.2026 в 23:29"
252;2;"Электронное";258;"95 80 83";0;"На рассмотрении";1453447;"02.07.2026 в 17:21"
253;6;"—";258;"84 93 81";0;"На рассмотрении";1514523;"02.07.2026 в 20:58"
254;2;"—";258;"86 78 94";0;"На рассмотрении";1516461;"02.07.2026 в 21:41"
255;1;"—";258;"95 80 83";0;"На рассмотрении";1587200;"04.07.2026 в 02:01"
256;3;"—";258;"82 93 83";0;"На рассмотрении";1621499;"04.07.2026 в 19:20"
257;3;"—";258;"84 88 86";0;"На рассмотрении";1621997;"04.07.2026 в 19:39"
258;1;"—";258;"84 90 83";1;"На рассмотрении";1419781;"02.07.2026 в 16:50"
259;4;"—";258;"88 80 89";1;"На рассмотрении";1506235;"02.07.2026 в 18:18"
260;4;"—";258;"86 85 86";1;"На рассмотрении";1535406;"03.07.2026 в 10:31"
261;2;"—";258;"86 85 86";1;"На рассмотрении";1617978;"04.07.2026 в 17:26"
262;1;"—";258;"84 90 78";6;"Участвуете в конкурсе";1205424;"28.06.2026 в 18:48"
263;6;"—";258;"80 88 83";7;"Участвуете в конкурсе";1436350;"01.07.2026 в 20:42"
264;4;"—";257;"84 90 83";0;"Участвуете в конкурсе";1212475;"28.06.2026 в 22:12"
265;3;"—";257;"86 88 83";0;"Участвуете в конкурсе";1244745;"29.06.2026 в 21:23"
266;7;"—";257;"86 90 81";0;"Участвуете в конкурсе";1263440;"29.06.2026 в 21:48"
267;2;"—";257;"80 83 94";0;"На рассмотрении";1472658;"02.07.2026 в 12:23"
268;2;"—";257;"90 78 89";0;"На рассмотрении";1500123;"02.07.2026 в 16:48"
269;6;"—";257;"94 85 78";0;"На рассмотрении";1511050;"02.07.2026 в 19:50"
270;1;"—";257;"92 90 75";0;"На рассмотрении";1542655;"03.07.2026 в 14:04"
271;5;"—";257;"92 93 72";0;"На рассмотрении";1559195;"03.07.2026 в 17:44"
272;2;"—";257;"84 90 83";0;"На рассмотрении";1601501;"04.07.2026 в 11:57"
273;7;"—";257;"88 85 83";1;"Участвуете в конкурсе";1263045;"29.06.2026 в 21:47"
274;5;"Электронное";257;"82 80 94";1;"Участвуете в конкурсе";1429281;"01.07.2026 в 18:37"
275;4;"—";257;"90 88 78";1;"На рассмотрении";1535064;"03.07.2026 в 10:27"
276;2;"—";257;"84 94 78";1;"На рассмотрении";1540646;"03.07.2026 в 14:00"
277;7;"Электронное";257;"84 83 89";1;"На рассмотрении";1608684;"04.07.2026 в 13:54"
278;2;"—";257;"80 93 83";1;"На рассмотрении";1617815;"04.07.2026 в 17:22"
279;2;"—";257;"95 83 78";1;"На рассмотрении";1628024;"05.07.2026 в 00:57"
280;1;"—";257;"90 83 78";6;"Участвуете в конкурсе";1286830;"29.06.2026 в 22:12"
281;3;"Электронное";256;"86 95 75";0;"Участвуете в конкурсе";941740;"20.06.2026 в 07:10"
282;2;"—";256;"84 83 89";0;"Участвуете в конкурсе";1182079;"28.06.2026 в 00:30"
283;1;"—";256;"82 85 89";0;"Участвуете в конкурсе";1185056;"28.06.2026 в 09:24"
284;5;"—";256;"88 85 83";0;"Участвуете в конкурсе";1193588;"28.06.2026 в 13:55"
285;2;"—";256;"92 83 81";0;"Участвуете в конкурсе";1326717;"30.06.2026 в 13:59"
286;4;"—";256;"88 90 78";0;"Участвуете в конкурсе";1429330;"01.07.2026 в 18:38"
287;5;"—";256;"90 88 78";0;"На рассмотрении";1478345;"02.07.2026 в 13:15"
