"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
1;1;"—";239;"Без вступительных испытаний";0;"Участвуете в конкурсе";1436799;"01.07.2026 в 20:51"
2;4;"—";294;"95 100 89";10;"Участвуете в конкурсе";1440074;"01.07.2026 в 21:55"
3;7;"—";293;"97 98 91";7;"На рассмотрении";1520302;"02.07.2026 в 23:24"
4;3;"—";292;"100 98 94";0;"На рассмотрении";1606787;"04.07.2026 в 13:21"
5;2;"—";292;"96 98 97";1;"На рассмотрении";1580750;"04.07.2026 в 18:06"
6;2;"—";290;"99 100 91";0;"На рассмотрении";1502041;"03.07.2026 в 19:26"
7;5;"—";290;"96 98 91";5;"На рассмотрении";1581283;"04.07.2026 в 09:50"
8;1;"—";289;"98 94 91";6;"Участвуете в конкурсе";986609;"23.06.2026 в 15:22"
9;2;"—";288;"100 93 86";9;"Участвуете в конкурсе";1256611;"29.06.2026 в 21:38"
10;3;"—";288;"94 90 94";10;"Участвуете в конкурсе";1250632;"29.06.2026 в 21:30"
11;2;"—";287;"92 98 97";0;"На рассмотрении";1534466;"03.07.2026 в 10:20"
12;8;"—";287;"100 83 94";10;"Участвуете в конкурсе";1201283;"28.06.2026 в 16:55"
13;2;"—";285;"100 98 86";1;"На рассмотрении";1178382;"02.07.2026 в 22:41"
14;6;"—";283;"96 96 91";0;"На рассмотрении";1507944;"02.07.2026 в 18:49"
15;4;"—";283;"100 100 83";0;"Передано в вуз";1636308;"05.07.2026 в 13:35"
16;4;"—";281;"96 96 83";6;"Участвуете в конкурсе";1317844;"30.06.2026 в 12:28"
17;7;"—";280;"97 88 94";1;"На рассмотрении";1472422;"02.07.2026 в 12:22"
18;3;"—";280;"94 93 86";7;"Участвуете в конкурсе";1318853;"30.06.2026 в 12:37"
19;1;"—";279;"95 95 89";0;"На рассмотрении";1494321;"02.07.2026 в 15:44"
20;2;"—";279;"100 88 91";0;"Передано в вуз";1629285;"05.07.2026 в 07:36"
21;2;"Электронное";279;"92 93 94";0;"Передано в вуз";1636380;"05.07.2026 в 13:37"
22;2;"—";279;"100 100 78";1;"Передано в вуз";1405887;"05.07.2026 в 13:31"
23;5;"—";279;"92 95 91";1;"На рассмотрении";1627815;"05.07.2026 в 00:33"
24;1;"—";278;"99 88 91";0;"Участвуете в конкурсе";1186907;"28.06.2026 в 10:51"
25;3;"—";278;"88 90 94";6;"Участвуете в конкурсе";1326404;"30.06.2026 в 13:56"
26;7;"—";278;"86 95 91";6;"Участвуете в конкурсе";1423344;"01.07.2026 в 17:06"
27;4;"—";277;"96 98 83";0;"Участвуете в конкурсе";1093386;"29.06.2026 в 21:38"
28;1;"—";277;"92 88 91";6;"Участвуете в конкурсе";1184363;"28.06.2026 в 08:35"
29;4;"—";276;"94 96 86";0;"Участвуете в конкурсе";1178860;"29.06.2026 в 22:04"
30;6;"—";276;"92 93 91";0;"На рассмотрении";1592508;"04.07.2026 в 09:31"
31;1;"—";276;"88 98 89";1;"Передано в вуз";1632012;"05.07.2026 в 11:05"
32;2;"—";275;"92 100 83";0;"Участвуете в конкурсе";1269485;"01.07.2026 в 18:35"
33;3;"—";275;"88 93 94";0;"На рассмотрении";1565220;"03.07.2026 в 18:11"
34;3;"—";275;"96 93 86";0;"На рассмотрении";1574054;"03.07.2026 в 18:50"
35;1;"—";275;"92 95 78";10;"Участвуете в конкурсе";1078179;"24.06.2026 в 00:46"
36;1;"—";274;"97 96 81";0;"Конкурсная группа исключена";1348931;"02.07.2026 в 11:27"
37;2;"—";274;"95 96 83";0;"Участвуете в конкурсе";1437122;"01.07.2026 в 21:25"
38;2;"—";274;"90 98 86";0;"Передано в вуз";1462125;"05.07.2026 в 13:44"
39;1;"—";274;"94 93 81";6;"Участвуете в конкурсе";1314987;"30.06.2026 в 12:01"
40;7;"—";273;"84 95 94";0;"Участвуете в конкурсе";1398817;"01.07.2026 в 13:08"
41;1;"Электронное";273;"100 90 83";0;"На рассмотрении";1485687;"02.07.2026 в 14:22"
42;3;"—";273;"94 98 81";0;"На рассмотрении";1619131;"04.07.2026 в 18:00"
43;2;"—";273;"98 80 94";1;"Передано в вуз";992347;"05.07.2026 в 14:19"
44;3;"—";273;"88 93 86";6;"Участвуете в конкурсе";1430542;"01.07.2026 в 18:58"
45;3;"—";272;"95 88 89";0;"На рассмотрении";1391829;"02.07.2026 в 18:09"
46;5;"—";272;"90 96 86";0;"На рассмотрении";1581005;"03.07.2026 в 20:53"
47;5;"—";272;"92 88 86";6;"Участвуете в конкурсе";1264504;"29.06.2026 в 21:49"
48;3;"—";272;"97 88 81";6;"Участвуете в конкурсе";1266219;"29.06.2026 в 21:51"
49;4;"—";272;"86 100 78";8;"Участвуете в конкурсе";1254346;"29.06.2026 в 21:35"
50;2;"—";272;"86 82 94";10;"Участвуете в конкурсе";1436752;"01.07.2026 в 20:50"
51;7;"—";271;"90 90 91";0;"На рассмотрении";1526244;"03.07.2026 в 07:46"
52;4;"—";271;"95 95 81";0;"На рассмотрении";1600180;"04.07.2026 в 11:39"
53;4;"—";271;"94 88 89";0;"На рассмотрении";1620543;"04.07.2026 в 18:49"
54;7;"—";271;"86 98 86";1;"Участвуете в конкурсе";1408154;"01.07.2026 в 14:31"
55;4;"—";271;"92 100 78";1;"На рассмотрении";1554856;"03.07.2026 в 21:02"
56;5;"—";271;"95 98 72";6;"Участвуете в конкурсе";1343817;"30.06.2026 в 19:11"
57;5;"—";270;"86 98 86";0;"На рассмотрении";1156291;"04.07.2026 в 12:19"
58;1;"—";270;"96 85 89";0;"На рассмотрении";1264954;"02.07.2026 в 10:56"
59;2;"Электронное";270;"92 95 83";0;"Передано в вуз";1637110;"05.07.2026 в 13:57"
60;1;"—";270;"90 96 83";1;"Участвуете в конкурсе";942448;"01.07.2026 в 16:40"
61;7;"Электронное";270;"94 96 73";7;"Участвуете в конкурсе";1205035;"28.06.2026 в 18:37"
62;3;"—";270;"84 90 89";7;"Участвуете в конкурсе";1373204;"01.07.2026 в 15:21"
63;2;"—";269;"95 88 86";0;"На рассмотрении";1342817;"02.07.2026 в 16:56"
64;2;"—";269;"92 96 81";0;"Участвуете в конкурсе";1343841;"30.06.2026 в 16:40"
65;2;"—";269;"80 98 91";0;"Участвуете в конкурсе";1425280;"01.07.2026 в 17:33"
66;1;"—";269;"92 94 83";0;"На рассмотрении";1556262;"03.07.2026 в 17:26"
67;2;"Электронное";269;"95 93 81";0;"На рассмотрении";1583411;"03.07.2026 в 22:09"
68;3;"—";269;"82 93 94";0;"На рассмотрении";1616298;"04.07.2026 в 16:40"
69;1;"—";269;"86 88 89";6;"Участвуете в конкурсе";1355069;"30.06.2026 в 19:36"
70;3;"Электронное";268;"90 92 86";0;"Участвуете в конкурсе";1108543;"25.06.2026 в 06:00"
71;4;"—";268;"92 85 91";0;"Конкурсная группа исключена";1213303;"28.06.2026 в 22:42"
72;2;"—";268;"97 88 83";0;"Участвуете в конкурсе";1376265;"01.07.2026 в 09:26"
73;2;"—";268;"90 92 86";0;"Передано в вуз";1481045;"05.07.2026 в 14:57"
74;6;"Электронное";268;"99 88 81";0;"На рассмотрении";1583083;"03.07.2026 в 21:57"
75;2;"—";268;"88 94 86";0;"На рассмотрении";1608013;"04.07.2026 в 13:42"
76;2;"—";268;"88 80 100";0;"На рассмотрении";1609482;"04.07.2026 в 14:09"
77;4;"—";268;"99 86 83";0;"Передано в вуз";1635998;"05.07.2026 в 13:27"
78;4;"—";268;"82 83 97";6;"Участвуете в конкурсе";1360566;"30.06.2026 в 21:26"
79;6;"—";267;"90 98 78";1;"Участвуете в конкурсе";1430361;"01.07.2026 в 18:55"
80;7;"—";267;"82 95 89";1;"На рассмотрении";1586859;"04.07.2026 в 01:10"
81;5;"—";267;"80 98 83";6;"Участвуете в конкурсе";1188418;"28.06.2026 в 11:40"
82;5;"Электронное";267;"90 80 91";6;"Участвуете в конкурсе";1318179;"30.06.2026 в 12:30"
83;4;"—";267;"90 90 81";6;"Участвуете в конкурсе";1359083;"30.06.2026 в 20:55"
84;5;"—";266;"97 88 81";0;"Участвуете в конкурсе";1286267;"01.07.2026 в 21:39"
85;1;"—";266;"98 85 83";0;"На рассмотрении";1445477;"02.07.2026 в 00:38"
86;6;"—";266;"92 80 94";0;"На рассмотрении";1483760;"02.07.2026 в 15:06"
87;2;"—";266;"92 93 81";0;"На рассмотрении";1570972;"03.07.2026 в 18:36"
88;3;"—";266;"90 93 78";5;"Участвуете в конкурсе";1126213;"25.06.2026 в 16:48"
89;1;"—";266;"92 94 70";10;"На рассмотрении";1593381;"04.07.2026 в 09:48"
90;2;"—";265;"86 88 91";0;"На рассмотрении";1609044;"04.07.2026 в 14:00"
91;4;"—";265;"88 93 83";1;"Участвуете в конкурсе";1432593;"01.07.2026 в 19:35"
92;2;"Электронное";265;"86 100 73";6;"Участвуете в конкурсе";1303097;"30.06.2026 в 11:31"
93;5;"—";265;"80 90 89";6;"Участвуете в конкурсе";1427862;"01.07.2026 в 19:24"
94;3;"—";264;"95 88 81";0;"На рассмотрении";1268565;"02.07.2026 в 19:03"
95;5;"Электронное";264;"80 93 91";0;"На рассмотрении";1587140;"04.07.2026 в 01:51"
96;1;"—";264;"97 78 89";0;"На рассмотрении";1602879;"04.07.2026 в 12:43"
97;7;"Электронное";264;"86 83 89";6;"Участвуете в конкурсе";1336426;"30.06.2026 в 15:22"
98;5;"—";264;"90 93 75";6;"На рассмотрении";1583841;"03.07.2026 в 22:24"
99;2;"—";264;"82 86 89";7;"Участвуете в конкурсе";1310716;"30.06.2026 в 11:20"
100;6;"—";264;"88 88 81";7;"Участвуете в конкурсе";1335787;"02.07.2026 в 12:25"
101;2;"—";264;"88 88 81";7;"На рассмотрении";1461028;"02.07.2026 в 10:35"
102;2;"—";263;"84 93 86";0;"На рассмотрении";1252945;"29.06.2026 в 21:33"
103;4;"—";263;"90 90 83";0;"Конкурсная группа исключена";1277775;"29.06.2026 в 21:58"
104;4;"—";263;"98 93 72";0;"Участвуете в конкурсе";1347553;"30.06.2026 в 17:30"
105;5;"Электронное";263;"90 90 83";0;"Участвуете в конкурсе";1387356;"01.07.2026 в 11:26"
106;4;"—";263;"84 88 91";0;"Участвуете в конкурсе";1432270;"01.07.2026 в 19:29"
107;5;"—";263;"95 90 78";0;"Участвуете в конкурсе";1453433;"02.07.2026 в 09:01"
108;2;"Электронное";263;"84 90 89";0;"На рассмотрении";1498901;"02.07.2026 в 16:34"
109;4;"—";263;"92 95 75";1;"Участвуете в конкурсе";1426372;"01.07.2026 в 18:14"
110;7;"—";263;"94 85 83";1;"На рассмотрении";1620290;"04.07.2026 в 18:41"
111;2;"Электронное";263;"96 88 72";7;"Участвуете в конкурсе";1426223;"01.07.2026 в 17:47"
112;2;"Электронное";263;"80 100 73";10;"Участвуете в конкурсе";943117;"20.06.2026 в 08:03"
113;4;"—";262;"86 90 86";0;"Участвуете в конкурсе";946916;"20.06.2026 в 10:20"
114;2;"Электронное";262;"84 78 100";0;"Участвуете в конкурсе";1174172;"27.06.2026 в 17:11"
115;2;"—";262;"96 83 83";0;"На рассмотрении";1600676;"04.07.2026 в 11:46"
116;4;"—";261;"88 92 81";0;"Участвуете в конкурсе";1231001;"29.06.2026 в 21:10"
117;2;"Электронное";261;"80 100 81";0;"Участвуете в конкурсе";1315148;"30.06.2026 в 12:02"
118;3;"—";261;"88 90 83";0;"На рассмотрении";1322979;"30.06.2026 в 13:20"
119;2;"—";261;"88 90 83";0;"На рассмотрении";1344407;"02.07.2026 в 22:05"
120;3;"—";261;"88 90 83";0;"На рассмотрении";1604933;"04.07.2026 в 20:48"
121;4;"—";261;"82 88 91";0;"На рассмотрении";1614822;"04.07.2026 в 16:03"
122;3;"Электронное";261;"86 78 97";0;"Передано в вуз";1635589;"05.07.2026 в 13:16"
123;5;"—";261;"84 90 86";1;"На рассмотрении";1618059;"04.07.2026 в 17:28"
124;2;"—";261;"90 72 89";10;"Участвуете в конкурсе";1250438;"30.06.2026 в 15:22"
125;1;"—";260;"84 98 78";0;"Участвуете в конкурсе";1363817;"30.06.2026 в 22:41"
126;5;"—";260;"74 83 97";6;"Участвуете в конкурсе";1220958;"29.06.2026 в 08:18"
127;6;"—";260;"78 85 91";6;"На рассмотрении";1341335;"02.07.2026 в 16:20"
128;1;"—";259;"86 95 78";0;"Участвуете в конкурсе";1202618;"28.06.2026 в 17:30"
129;2;"—";259;"86 90 83";0;"Участвуете в конкурсе";1236454;"30.06.2026 в 19:11"
130;3;"—";259;"90 88 81";0;"Участвуете в конкурсе";1261054;"29.06.2026 в 21:44"
131;2;"—";259;"86 90 83";0;"Участвуете в конкурсе";1315435;"30.06.2026 в 12:05"
132;5;"—";259;"88 88 83";0;"На рассмотрении";1541125;"03.07.2026 в 14:01"
133;5;"—";259;"80 88 91";0;"На рассмотрении";1577968;"03.07.2026 в 19:31"
134;1;"—";259;"90 86 83";0;"На рассмотрении";1578659;"03.07.2026 в 19:48"
135;3;"—";259;"94 95 70";0;"На рассмотрении";1590129;"04.07.2026 в 08:20"
136;4;"—";259;"92 84 83";0;"На рассмотрении";1611464;"04.07.2026 в 14:49"
137;5;"—";259;"92 83 81";3;"На рассмотрении";1513552;"02.07.2026 в 20:38"
138;2;"Электронное";259;"86 85 83";5;"На рассмотрении";1456749;"02.07.2026 в 09:48"
139;5;"—";259;"92 88 73";6;"На рассмотрении";1121333;"03.07.2026 в 13:57"
140;4;"—";259;"88 79 86";6;"Участвуете в конкурсе";1346402;"30.06.2026 в 17:13"
141;3;"—";259;"88 90 75";6;"Участвуете в конкурсе";1346803;"01.07.2026 в 17:53"
142;2;"—";258;"98 88 72";0;"На рассмотрении";1265681;"29.06.2026 в 21:50"
143;3;"—";258;"90 95 73";0;"Участвуете в конкурсе";1312244;"30.06.2026 в 11:35"
144;3;"—";258;"84 85 89";0;"Участвуете в конкурсе";1354170;"30.06.2026 в 19:20"
145;2;"—";258;"90 93 75";0;"Участвуете в конкурсе";1362904;"30.06.2026 в 22:18"
146;5;"Электронное";258;"84 88 86";0;"Участвуете в конкурсе";1400181;"01.07.2026 в 13:21"
147;4;"Электронное";258;"82 90 86";0;"Участвуете в конкурсе";1430477;"01.07.2026 в 18:57"
148;1;"—";258;"84 83 91";0;"На рассмотрении";1474096;"02.07.2026 в 12:37"
149;5;"—";258;"86 78 94";0;"На рассмотрении";1516461;"02.07.2026 в 21:41"
150;2;"Электронное";258;"90 85 83";0;"На рассмотрении";1537494;"03.07.2026 в 10:53"
151;2;"—";258;"95 80 83";0;"На рассмотрении";1587200;"04.07.2026 в 02:01"
152;1;"—";258;"82 93 83";0;"На рассмотрении";1621499;"04.07.2026 в 19:20"
153;6;"—";258;"84 90 78";6;"Участвуете в конкурсе";1205424;"28.06.2026 в 18:48"
154;5;"—";258;"90 72 89";7;"Участвуете в конкурсе";1389728;"01.07.2026 в 11:47"
155;4;"—";258;"80 88 83";7;"Участвуете в конкурсе";1436350;"01.07.2026 в 20:42"
156;3;"—";257;"84 90 83";0;"Участвуете в конкурсе";1212475;"28.06.2026 в 22:12"
157;2;"—";257;"98 90 69";0;"На рассмотрении";1258631;"02.07.2026 в 23:13"
158;3;"—";257;"86 90 81";0;"На рассмотрении";1263440;"03.07.2026 в 16:32"
159;4;"—";257;"80 94 83";0;"На рассмотрении";1508901;"02.07.2026 в 19:06"
160;2;"—";257;"92 93 72";0;"На рассмотрении";1559195;"03.07.2026 в 17:44"
161;3;"—";257;"86 88 83";0;"На рассмотрении";1624639;"04.07.2026 в 21:26"
162;3;"—";257;"88 85 83";1;"Участвуете в конкурсе";1354937;"30.06.2026 в 19:34"
163;4;"—";257;"80 93 83";1;"На рассмотрении";1617815;"04.07.2026 в 17:22"
164;3;"—";257;"84 88 75";10;"Участвуете в конкурсе";1378133;"01.07.2026 в 09:51"
165;4;"—";256;"82 85 89";0;"Участвуете в конкурсе";1185056;"28.06.2026 в 09:24"
166;6;"—";256;"92 83 81";0;"Участвуете в конкурсе";1326717;"30.06.2026 в 13:59"
167;2;"—";256;"84 85 81";6;"Участвуете в конкурсе";1190844;"28.06.2026 в 12:49"
168;2;"—";255;"86 90 79";0;"Участвуете в конкурсе";1131045;"25.06.2026 в 20:16"
169;6;"—";255;"92 80 83";0;"Участвуете в конкурсе";1235082;"29.06.2026 в 21:13"
170;2;"—";255;"92 80 83";0;"Участвуете в конкурсе";1395836;"01.07.2026 в 12:41"
171;4;"—";255;"94 86 75";0;"На рассмотрении";1512206;"02.07.2026 в 20:11"
172;5;"—";255;"98 82 75";0;"На рассмотрении";1552043;"03.07.2026 в 17:11"
173;3;"—";255;"84 85 86";0;"На рассмотрении";1554670;"04.07.2026 в 15:47"
174;4;"—";255;"90 90 75";0;"Конкурсная группа исключена";1577792;"03.07.2026 в 19:26"
175;1;"—";255;"80 93 81";1;"Участвуете в конкурсе";1360339;"30.06.2026 в 21:20"
176;3;"—";255;"100 78 72";5;"Участвуете в конкурсе";1330716;"30.06.2026 в 15:15"
177;1;"—";255;"92 90 67";6;"Участвуете в конкурсе";1243170;"29.06.2026 в 21:21"
178;2;"—";255;"78 85 86";6;"На рассмотрении";1264547;"29.06.2026 в 21:49"
179;1;"—";255;"86 73 89";7;"Участвуете в конкурсе";1254416;"29.06.2026 в 21:35"
180;3;"—";255;"84 83 78";10;"Участвуете в конкурсе";1319659;"30.06.2026 в 12:44"
181;4;"—";254;"88 88 78";0;"Участвуете в конкурсе";1381189;"01.07.2026 в 10:28"
182;2;"—";254;"78 93 83";0;"Участвуете в конкурсе";1400584;"01.07.2026 в 13:24"
183;5;"—";254;"86 90 72";6;"На рассмотрении";1494974;"02.07.2026 в 15:50"
184;1;"—";254;"82 90 72";10;"Участвуете в конкурсе";1185004;"28.06.2026 в 09:21"
185;1;"—";253;"96 84 73";0;"Участвуете в конкурсе";1119243;"25.06.2026 в 12:59"
186;3;"—";253;"97 90 66";0;"На рассмотрении";1169559;"27.06.2026 в 14:08"
