"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
592;2;"—";0;"";0;"На рассмотрении";1247234;"29.06.2026 в 21:26"
593;1;"—";0;"";0;"На рассмотрении";1269353;"29.06.2026 в 21:54"
594;5;"Бумажное";0;"";0;"На рассмотрении";1294120;"30.06.2026 в 05:46"
595;5;"Бумажное";0;"";0;"На рассмотрении";1294452;"30.06.2026 в 06:10"
596;5;"—";0;"";0;"На рассмотрении";1294694;"30.06.2026 в 06:25"
597;4;"Бумажное";0;"";0;"На рассмотрении";1294853;"30.06.2026 в 06:33"
598;1;"Бумажное";0;"";0;"На рассмотрении";1295284;"30.06.2026 в 06:54"
599;5;"Бумажное";0;"";0;"На рассмотрении";1295493;"30.06.2026 в 07:05"
600;4;"—";0;"";0;"На рассмотрении";1295620;"30.06.2026 в 07:11"
601;2;"Бумажное";0;"";0;"На рассмотрении";1295672;"30.06.2026 в 07:14"
602;4;"—";0;"";0;"На рассмотрении";1296027;"30.06.2026 в 07:27"
603;4;"—";0;"";10;"На рассмотрении";1296576;"30.06.2026 в 07:46"
604;3;"—";0;"";0;"На рассмотрении";1297266;"30.06.2026 в 08:08"
605;3;"—";0;"";0;"На рассмотрении";1311866;"30.06.2026 в 11:31"
606;4;"—";0;"";0;"На рассмотрении";1318562;"30.06.2026 в 12:34"
607;4;"—";0;"";0;"На рассмотрении";1321053;"30.06.2026 в 12:58"
608;3;"—";0;"";0;"На рассмотрении";1321904;"30.06.2026 в 13:08"
609;2;"—";0;"";0;"На рассмотрении";1444393;"02.07.2026 в 21:03"
610;2;"Электронное";0;"";0;"На рассмотрении";1451329;"02.07.2026 в 08:10"
611;1;"—";0;"";0;"На рассмотрении";1456349;"02.07.2026 в 09:43"
612;4;"—";0;"";0;"На рассмотрении";1463420;"02.07.2026 в 10:58"
613;1;"—";0;"";0;"На рассмотрении";1499057;"02.07.2026 в 16:35"
614;4;"—";0;"";0;"На рассмотрении";1519522;"02.07.2026 в 23:57"
615;2;"—";0;"";0;"На рассмотрении";1528525;"03.07.2026 в 08:54"
616;1;"—";0;"";0;"На рассмотрении";1533885;"05.07.2026 в 07:15"
617;2;"—";0;"";0;"Конкурсная группа исключена";1578588;"03.07.2026 в 19:46"
618;2;"Электронное";0;"";0;"Передано в вуз";1639027;"05.07.2026 в 14:49"
619;2;"—";0;"";0;"Передано в вуз";1639276;"05.07.2026 в 14:56"
620;5;"—";0;"";0;"Передано в вуз";1639988;"05.07.2026 в 15:15"
621;2;"—";0;"";0;"Передано в вуз";1640158;"05.07.2026 в 15:20"
622;4;"—";0;"";0;"Передано в вуз";1641671;"05.07.2026 в 16:01"
623;1;"—";0;"";0;"Передано в вуз";1642168;"05.07.2026 в 16:14"
