"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
368;1;"—";233;"84 80 69";0;"На рассмотрении";1436313;"03.07.2026 в 00:28"
369;3;"Электронное";233;"72 83 78";0;"На рассмотрении";1528192;"03.07.2026 в 21:29"
370;2;"—";233;"78 82 73";0;"На рассмотрении";1590815;"04.07.2026 в 08:47"
371;1;"—";233;"86 72 75";0;"На рассмотрении";1594535;"04.07.2026 в 10:10"
372;1;"—";233;"80 86 67";0;"На рассмотрении";1605037;"04.07.2026 в 12:52"
373;2;"—";233;"72 79 72";10;"Участвуете в конкурсе";1072649;"28.06.2026 в 13:13"
374;1;"—";232;"74 83 75";0;"На рассмотрении";1181664;"28.06.2026 в 01:01"
375;2;"—";232;"82 80 70";0;"На рассмотрении";1185675;"28.06.2026 в 09:58"
376;1;"—";232;"86 80 66";0;"Конкурсная группа исключена";1222345;"29.06.2026 в 08:51"
377;3;"—";232;"78 73 81";0;"На рассмотрении";1246377;"29.06.2026 в 21:25"
378;1;"—";232;"76 83 73";0;"На рассмотрении";1265451;"29.06.2026 в 21:50"
379;1;"—";232;"80 77 75";0;"На рассмотрении";1372886;"01.07.2026 в 08:15"
380;1;"—";232;"74 67 91";0;"На рассмотрении";1401809;"01.07.2026 в 13:34"
381;5;"—";232;"72 71 89";0;"На рассмотрении";1419321;"01.07.2026 в 16:18"
382;1;"—";232;"74 80 78";0;"Передано в вуз";1618765;"05.07.2026 в 15:34"
383;3;"—";232;"78 83 67";4;"На рассмотрении";1149203;"26.06.2026 в 14:52"
384;3;"—";232;"78 75 69";10;"На рассмотрении";1187285;"28.06.2026 в 11:04"
385;1;"—";231;"76 77 78";0;"На рассмотрении";1124287;"25.06.2026 в 15:10"
386;4;"—";231;"86 78 67";0;"Конкурсная группа исключена";1190930;"03.07.2026 в 22:23"
387;1;"—";231;"80 78 73";0;"На рассмотрении";1191663;"04.07.2026 в 18:45"
388;2;"—";231;"86 75 70";0;"На рассмотрении";1260747;"29.06.2026 в 21:44"
389;5;"—";231;"80 82 69";0;"На рассмотрении";1309468;"03.07.2026 в 17:06"
390;4;"—";231;"84 78 69";0;"На рассмотрении";1348265;"30.06.2026 в 17:40"
391;5;"—";231;"86 85 60";0;"На рассмотрении";1349850;"30.06.2026 в 18:06"
392;3;"—";231;"78 70 83";0;"На рассмотрении";1370899;"02.07.2026 в 19:55"
393;2;"—";231;"86 64 81";0;"На рассмотрении";1393846;"01.07.2026 в 12:34"
394;3;"—";231;"78 83 70";0;"На рассмотрении";1403802;"01.07.2026 в 13:52"
395;2;"—";231;"80 78 73";0;"На рассмотрении";1435095;"01.07.2026 в 20:20"
396;5;"—";231;"82 80 69";0;"На рассмотрении";1439629;"03.07.2026 в 20:41"
397;1;"—";231;"76 83 72";0;"На рассмотрении";1447492;"02.07.2026 в 04:48"
398;1;"—";231;"80 70 81";0;"На рассмотрении";1556977;"03.07.2026 в 17:29"
399;4;"—";231;"80 76 75";0;"На рассмотрении";1623403;"04.07.2026 в 20:33"
400;2;"—";231;"84 80 67";0;"Передано в вуз";1629616;"05.07.2026 в 07:59"
401;2;"—";231;"70 70 81";10;"На рассмотрении";1271599;"29.06.2026 в 21:55"
402;3;"—";231;"76 62 83";10;"Участвуете в конкурсе";1284202;"29.06.2026 в 22:02"
403;1;"—";230;"78 85 67";0;"На рассмотрении";1086374;"30.06.2026 в 14:35"
404;5;"Электронное";230;"80 80 70";0;"На рассмотрении";1176205;"27.06.2026 в 18:35"
405;3;"Электронное";230;"86 80 64";0;"Передано в вуз";1188071;"05.07.2026 в 10:06"
406;4;"—";230;"74 78 78";0;"На рассмотрении";1188411;"28.06.2026 в 11:39"
407;2;"—";230;"76 82 72";0;"На рассмотрении";1201977;"28.06.2026 в 17:13"
408;3;"—";230;"84 83 63";0;"На рассмотрении";1203216;"28.06.2026 в 17:46"
409;4;"—";230;"80 67 83";0;"На рассмотрении";1208930;"28.06.2026 в 20:23"
410;3;"—";230;"80 80 70";0;"На рассмотрении";1246592;"29.06.2026 в 21:26"
411;4;"—";230;"88 78 64";0;"На рассмотрении";1339812;"30.06.2026 в 15:53"
412;1;"—";230;"86 72 72";0;"На рассмотрении";1358071;"30.06.2026 в 20:34"
413;1;"Электронное";230;"82 75 73";0;"Участвуете в конкурсе";1458040;"02.07.2026 в 10:04"
414;1;"—";230;"78 71 81";0;"На рассмотрении";1473144;"02.07.2026 в 12:27"
415;3;"—";230;"80 75 75";0;"На рассмотрении";1550480;"03.07.2026 в 17:06"
416;1;"Электронное";230;"82 78 70";0;"На рассмотрении";1594343;"04.07.2026 в 10:07"
417;3;"—";230;"64 78 78";10;"На рассмотрении";1104027;"24.06.2026 в 19:57"
418;1;"—";230;"74 80 66";10;"На рассмотрении";1295326;"30.06.2026 в 06:56"
419;1;"—";229;"80 77 72";0;"На рассмотрении";1070264;"30.06.2026 в 15:42"
420;5;"—";229;"78 70 81";0;"На рассмотрении";1240389;"29.06.2026 в 21:18"
421;1;"—";229;"84 78 67";0;"На рассмотрении";1245085;"29.06.2026 в 21:24"
422;2;"—";229;"74 88 67";0;"Участвуете в конкурсе";1404476;"01.07.2026 в 13:59"
423;1;"—";229;"74 82 73";0;"На рассмотрении";1441659;"01.07.2026 в 22:30"
424;2;"—";229;"70 62 97";0;"На рассмотрении";1455054;"02.07.2026 в 09:49"
425;4;"—";229;"78 85 66";0;"На рассмотрении";1601664;"04.07.2026 в 12:00"
426;5;"—";229;"82 75 72";0;"На рассмотрении";1610967;"04.07.2026 в 14:38"
427;3;"—";229;"78 78 70";3;"На рассмотрении";1306446;"30.06.2026 в 10:38"
428;4;"—";229;"70 71 78";10;"Участвуете в конкурсе";1271744;"29.06.2026 в 21:56"
429;1;"—";228;"82 76 70";0;"На рассмотрении";1206380;"28.06.2026 в 19:14"
430;1;"—";228;"78 83 67";0;"На рассмотрении";1217972;"29.06.2026 в 21:22"
431;5;"—";228;"72 78 78";0;"Конкурсная группа исключена";1247169;"30.06.2026 в 12:47"
432;4;"—";228;"78 72 78";0;"На рассмотрении";1327195;"30.06.2026 в 14:05"
433;2;"—";228;"76 80 72";0;"На рассмотрении";1331342;"30.06.2026 в 15:16"
434;2;"—";228;"74 85 69";0;"На рассмотрении";1336734;"30.06.2026 в 15:23"
435;1;"—";228;"82 80 66";0;"На рассмотрении";1406737;"01.07.2026 в 14:19"
436;3;"—";228;"80 75 73";0;"На рассмотрении";1431399;"01.07.2026 в 19:13"
437;1;"—";228;"78 72 78";0;"На рассмотрении";1461954;"02.07.2026 в 10:44"
438;2;"—";228;"80 88 60";0;"На рассмотрении";1488013;"02.07.2026 в 14:43"
439;2;"—";228;"76 80 72";0;"На рассмотрении";1517675;"02.07.2026 в 22:10"
440;5;"—";228;"70 80 78";0;"На рассмотрении";1574006;"03.07.2026 в 18:50"
441;3;"—";228;"76 85 67";0;"На рассмотрении";1609073;"04.07.2026 в 14:01"
442;4;"—";228;"78 64 86";0;"Передано в вуз";1631275;"05.07.2026 в 10:29"
443;3;"—";228;"76 72 70";10;"На рассмотрении";1240826;"29.06.2026 в 21:19"
444;3;"—";227;"84 83 60";0;"Конкурсная группа исключена";1186996;"28.06.2026 в 11:56"
445;1;"—";227;"80 75 72";0;"Передано в вуз";1253926;"05.07.2026 в 15:09"
446;5;"—";227;"76 68 83";0;"На рассмотрении";1311008;"30.06.2026 в 16:37"
447;3;"Бумажное";227;"86 75 66";0;"Участвуете в конкурсе";1314807;"30.06.2026 в 11:59"
448;4;"—";227;"84 83 60";0;"На рассмотрении";1392785;"01.07.2026 в 12:15"
449;1;"—";227;"80 72 75";0;"На рассмотрении";1618580;"04.07.2026 в 17:43"
450;1;"Электронное";227;"72 59 86";10;"Участвуете в конкурсе";1111347;"25.06.2026 в 09:29"
451;4;"—";226;"78 59 89";0;"На рассмотрении";1187031;"28.06.2026 в 10:56"
452;2;"—";226;"76 78 72";0;"На рассмотрении";1327552;"30.06.2026 в 14:08"
453;3;"—";226;"78 73 75";0;"На рассмотрении";1348143;"30.06.2026 в 18:08"
454;3;"—";226;"78 70 78";0;"На рассмотрении";1350250;"04.07.2026 в 13:11"
455;3;"—";226;"78 67 81";0;"На рассмотрении";1394118;"01.07.2026 в 12:27"
456;5;"—";226;"70 70 86";0;"На рассмотрении";1525904;"03.07.2026 в 07:31"
457;3;"—";226;"70 77 69";10;"Участвуете в конкурсе";1249945;"29.06.2026 в 21:29"
458;4;"—";225;"70 80 75";0;"На рассмотрении";1184676;"28.06.2026 в 08:58"
459;1;"—";225;"78 78 69";0;"На рассмотрении";1193988;"28.06.2026 в 14:04"
460;3;"—";225;"78 74 73";0;"На рассмотрении";1239498;"29.06.2026 в 21:17"
461;3;"—";225;"72 75 78";0;"На рассмотрении";1308190;"30.06.2026 в 10:56"
462;4;"—";225;"80 70 75";0;"На рассмотрении";1326918;"01.07.2026 в 09:58"
463;2;"—";225;"80 73 72";0;"На рассмотрении";1380189;"03.07.2026 в 19:13"
464;1;"—";225;"70 72 83";0;"На рассмотрении";1407482;"01.07.2026 в 14:26"
465;4;"—";225;"78 75 72";0;"На рассмотрении";1408101;"01.07.2026 в 14:31"
466;1;"—";225;"84 80 61";0;"Передано в вуз";1434973;"05.07.2026 в 15:24"
467;1;"—";225;"80 75 70";0;"На рассмотрении";1450182;"02.07.2026 в 07:30"
468;4;"—";225;"78 80 67";0;"На рассмотрении";1455389;"02.07.2026 в 09:31"
469;4;"—";225;"78 75 72";0;"На рассмотрении";1492590;"02.07.2026 в 17:31"
470;5;"—";225;"72 78 75";0;"На рассмотрении";1549472;"03.07.2026 в 17:03"
471;3;"—";225;"80 62 83";0;"На рассмотрении";1623010;"04.07.2026 в 20:18"
472;1;"Электронное";225;"82 79 60";4;"Участвуете в конкурсе";1186380;"28.06.2026 в 10:30"
473;5;"—";225;"70 62 83";10;"На рассмотрении";1237355;"30.06.2026 в 06:53"
474;1;"—";224;"76 85 63";0;"На рассмотрении";1173798;"27.06.2026 в 16:56"
475;1;"—";224;"84 70 70";0;"На рассмотрении";1248121;"29.06.2026 в 21:27"
476;3;"—";224;"74 80 70";0;"На рассмотрении";1307095;"30.06.2026 в 10:45"
477;2;"—";224;"90 64 70";0;"Участвуете в конкурсе";1395876;"01.07.2026 в 12:42"
478;1;"—";224;"74 64 86";0;"Передано в вуз";1434373;"05.07.2026 в 14:07"
479;4;"—";224;"80 75 69";0;"На рассмотрении";1610983;"04.07.2026 в 14:39"
480;4;"—";223;"74 80 69";0;"На рассмотрении";1185050;"28.06.2026 в 09:24"
481;3;"—";223;"84 75 64";0;"На рассмотрении";1261473;"29.06.2026 в 21:45"
482;2;"—";223;"78 70 75";0;"На рассмотрении";1302355;"30.06.2026 в 16:39"
483;3;"—";223;"74 76 73";0;"На рассмотрении";1316765;"30.06.2026 в 13:03"
484;1;"Электронное";223;"78 72 73";0;"На рассмотрении";1344147;"30.06.2026 в 16:43"
485;4;"—";223;"70 75 78";0;"Конкурсная группа исключена";1411273;"01.07.2026 в 14:59"
486;1;"—";223;"84 78 61";0;"На рассмотрении";1421305;"01.07.2026 в 16:41"
487;1;"—";223;"70 83 70";0;"На рассмотрении";1458311;"02.07.2026 в 10:07"
488;1;"—";223;"82 78 63";0;"На рассмотрении";1561501;"04.07.2026 в 20:53"
489;3;"—";223;"74 80 69";0;"На рассмотрении";1608310;"04.07.2026 в 13:47"
490;3;"—";223;"70 78 75";0;"На рассмотрении";1621656;"04.07.2026 в 19:26"
491;5;"—";223;"82 71 70";0;"Передано в вуз";1633103;"05.07.2026 в 11:51"
492;4;"—";222;"80 64 78";0;"Конкурсная группа исключена";1183434;"29.06.2026 в 21:22"
493;3;"—";222;"76 80 66";0;"На рассмотрении";1421353;"01.07.2026 в 16:41"
494;3;"—";222;"78 80 64";0;"Передано в вуз";1630012;"05.07.2026 в 08:49"
495;1;"—";221;"70 73 78";0;"На рассмотрении";1288098;"30.06.2026 в 21:34"
496;1;"—";221;"80 75 66";0;"Конкурсная группа исключена";1295923;"30.06.2026 в 15:29"
497;1;"—";221;"74 78 69";0;"На рассмотрении";1304420;"02.07.2026 в 08:34"
498;2;"—";221;"78 80 63";0;"Участвуете в конкурсе";1337868;"30.06.2026 в 15:33"
499;5;"—";221;"76 73 72";0;"Участвуете в конкурсе";1404106;"01.07.2026 в 13:55"
500;3;"—";221;"70 78 73";0;"На рассмотрении";1536494;"03.07.2026 в 10:42"
501;1;"—";221;"76 65 70";10;"На рассмотрении";1237253;"29.06.2026 в 21:15"
502;4;"—";221;"74 65 72";10;"На рассмотрении";1244937;"29.06.2026 в 21:24"
503;4;"—";220;"84 67 69";0;"На рассмотрении";1186341;"28.06.2026 в 10:29"
504;1;"—";220;"72 78 70";0;"На рассмотрении";1187371;"28.06.2026 в 11:07"
505;1;"—";220;"80 59 81";0;"На рассмотрении";1253803;"03.07.2026 в 14:03"
506;5;"Бумажное";220;"78 59 83";0;"На рассмотрении";1298335;"02.07.2026 в 11:34"
507;1;"—";220;"80 70 70";0;"На рассмотрении";1349139;"02.07.2026 в 22:01"
508;1;"—";220;"78 72 70";0;"На рассмотрении";1351104;"30.06.2026 в 18:26"
509;3;"—";220;"72 73 75";0;"На рассмотрении";1372674;"01.07.2026 в 08:09"
510;3;"—";220;"80 80 60";0;"На рассмотрении";1407738;"01.07.2026 в 14:28"
511;1;"—";220;"76 83 61";0;"На рассмотрении";1512881;"02.07.2026 в 20:25"
512;1;"—";220;"70 78 72";0;"На рассмотрении";1578446;"03.07.2026 в 19:43"
513;5;"—";220;"70 72 78";0;"Передано в вуз";1630708;"05.07.2026 в 09:54"
514;1;"—";219;"80 70 69";0;"На рассмотрении";1223506;"29.06.2026 в 21:04"
515;1;"—";219;"74 70 75";0;"На рассмотрении";1397097;"01.07.2026 в 12:53"
516;2;"—";219;"76 62 81";0;"На рассмотрении";1531185;"03.07.2026 в 17:36"
517;4;"—";219;"76 83 57";3;"На рассмотрении";1185593;"28.06.2026 в 09:55"
518;5;"—";218;"74 77 67";0;"На рассмотрении";1296469;"30.06.2026 в 07:42"
519;3;"—";218;"70 70 78";0;"На рассмотрении";1335531;"30.06.2026 в 15:21"
520;3;"—";218;"86 65 67";0;"На рассмотрении";1350776;"30.06.2026 в 18:49"
521;1;"—";218;"76 72 70";0;"На рассмотрении";1502566;"02.07.2026 в 17:20"
522;1;"—";218;"84 67 67";0;"На рассмотрении";1527082;"03.07.2026 в 08:15"
523;3;"—";218;"64 88 66";0;"На рассмотрении";1572812;"03.07.2026 в 18:44"
524;1;"—";218;"74 74 60";10;"На рассмотрении";1281202;"29.06.2026 в 22:00"
525;2;"—";217;"78 70 69";0;"На рассмотрении";1240910;"29.06.2026 в 21:19"
526;4;"—";217;"74 76 67";0;"На рассмотрении";1365625;"01.07.2026 в 10:09"
527;5;"—";217;"80 64 73";0;"На рассмотрении";1417480;"01.07.2026 в 15:58"
528;4;"Электронное";217;"76 71 70";0;"На рассмотрении";1470514;"02.07.2026 в 12:04"
529;1;"—";217;"78 67 72";0;"На рассмотрении";1589712;"04.07.2026 в 07:58"
530;5;"Электронное";216;"78 71 67";0;"Конкурсная группа исключена";1088148;"24.06.2026 в 11:55"
531;2;"—";216;"82 65 69";0;"На рассмотрении";1189096;"28.06.2026 в 12:01"
532;5;"—";216;"72 71 73";0;"Участвуете в конкурсе";1206287;"01.07.2026 в 16:22"
533;5;"—";216;"84 68 64";0;"На рассмотрении";1214384;"29.06.2026 в 01:37"
534;1;"—";216;"76 67 73";0;"На рассмотрении";1256915;"29.06.2026 в 21:38"
535;5;"—";216;"82 59 75";0;"На рассмотрении";1258676;"29.06.2026 в 21:41"
536;1;"—";216;"76 70 70";0;"На рассмотрении";1314178;"30.06.2026 в 11:53"
537;1;"—";216;"82 68 66";0;"На рассмотрении";1438566;"01.07.2026 в 21:25"
538;5;"—";216;"76 83 57";0;"Передано в вуз";1458967;"05.07.2026 в 11:20"
539;5;"—";216;"82 68 66";0;"На рассмотрении";1564452;"03.07.2026 в 18:07"
540;4;"—";216;"58 75 83";0;"На рассмотрении";1615088;"04.07.2026 в 16:09"
541;5;"—";215;"70 70 75";0;"На рассмотрении";1277807;"29.06.2026 в 21:58"
542;3;"—";215;"78 65 72";0;"На рассмотрении";1294950;"02.07.2026 в 20:43"
543;1;"—";214;"72 64 78";0;"На рассмотрении";1168584;"27.06.2026 в 13:32"
544;1;"—";214;"74 80 60";0;"На рассмотрении";1479286;"02.07.2026 в 13:24"
545;5;"—";214;"78 64 72";0;"На рассмотрении";1547973;"03.07.2026 в 16:47"
546;3;"—";214;"72 59 83";0;"На рассмотрении";1578526;"03.07.2026 в 19:44"
547;5;"—";214;"74 65 75";0;"На рассмотрении";1589223;"04.07.2026 в 10:00"
548;2;"—";214;"72 72 70";0;"На рассмотрении";1605680;"04.07.2026 в 13:03"
549;5;"—";214;"58 75 81";0;"На рассмотрении";1620896;"04.07.2026 в 19:01"
550;1;"—";213;"72 72 69";0;"На рассмотрении";1166624;"27.06.2026 в 12:27"
551;5;"—";213;"64 80 69";0;"Участвуете в конкурсе";1206321;"28.06.2026 в 19:12"
552;5;"Электронное";213;"80 67 66";0;"На рассмотрении";1271350;"01.07.2026 в 10:38"
553;1;"—";213;"76 70 67";0;"На рассмотрении";1370915;"01.07.2026 в 07:48"
554;2;"—";213;"80 67 66";0;"На рассмотрении";1621761;"04.07.2026 в 19:30"
555;2;"—";212;"70 70 72";0;"На рассмотрении";1185079;"01.07.2026 в 19:14"
556;3;"—";212;"64 65 83";0;"На рассмотрении";1197946;"28.06.2026 в 15:36"
557;1;"—";212;"74 83 55";0;"На рассмотрении";1263025;"29.06.2026 в 21:47"
558;3;"—";212;"72 59 81";0;"На рассмотрении";1352232;"30.06.2026 в 18:46"
559;4;"—";212;"64 75 73";0;"На рассмотрении";1428432;"01.07.2026 в 18:23"
560;5;"—";212;"70 75 67";0;"На рассмотрении";1461874;"02.07.2026 в 10:43"
561;1;"—";212;"76 75 61";0;"На рассмотрении";1605030;"04.07.2026 в 12:52"
562;5;"—";212;"70 59 83";0;"На рассмотрении";1613175;"04.07.2026 в 16:08"
563;1;"—";212;"58 80 64";10;"На рассмотрении";1294671;"30.06.2026 в 06:23"
564;4;"—";211;"72 67 72";0;"На рассмотрении";1070518;"04.07.2026 в 22:03"
565;1;"—";211;"82 71 58";0;"На рассмотрении";1081985;"24.06.2026 в 09:16"
566;1;"—";211;"72 72 67";0;"На рассмотрении";1115421;"30.06.2026 в 14:25"
567;2;"—";211;"72 72 67";0;"На рассмотрении";1184533;"28.06.2026 в 08:49"
568;1;"—";211;"72 78 61";0;"На рассмотрении";1196423;"28.06.2026 в 15:01"
569;2;"—";211;"76 62 73";0;"На рассмотрении";1375032;"01.07.2026 в 09:06"
570;3;"—";211;"78 72 61";0;"На рассмотрении";1417418;"01.07.2026 в 15:57"
571;3;"—";211;"76 75 60";0;"На рассмотрении";1505460;"02.07.2026 в 18:04"
572;2;"—";211;"78 61 72";0;"На рассмотрении";1608272;"04.07.2026 в 13:46"
573;5;"—";211;"74 51 86";0;"На рассмотрении";1619277;"04.07.2026 в 18:05"
574;4;"—";211;"76 70 61";4;"На рассмотрении";1268140;"29.06.2026 в 21:54"
575;5;"—";211;"78 62 61";10;"На рассмотрении";1299117;"30.06.2026 в 08:56"
576;3;"—";210;"76 68 66";0;"На рассмотрении";1422937;"01.07.2026 в 17:26"
577;5;"—";210;"74 67 69";0;"На рассмотрении";1428602;"01.07.2026 в 18:26"
578;3;"—";210;"80 64 66";0;"На рассмотрении";1500436;"02.07.2026 в 16:52"
579;2;"—";210;"82 67 61";0;"На рассмотрении";1535358;"03.07.2026 в 10:30"
580;1;"—";209;"86 62 61";0;"На рассмотрении";1164428;"27.06.2026 в 11:19"
581;5;"—";209;"76 70 63";0;"На рассмотрении";1201802;"28.06.2026 в 17:08"
582;5;"—";209;"64 70 75";0;"Конкурсная группа исключена";1216456;"03.07.2026 в 18:53"
583;4;"—";209;"70 70 69";0;"Конкурсная группа исключена";1244842;"29.06.2026 в 21:23"
584;5;"—";209;"64 72 73";0;"На рассмотрении";1327174;"04.07.2026 в 04:47"
585;3;"—";209;"78 48 83";0;"На рассмотрении";1360576;"30.06.2026 в 21:49"
586;1;"—";209;"78 67 64";0;"На рассмотрении";1377052;"01.07.2026 в 13:41"
587;1;"—";209;"72 62 75";0;"На рассмотрении";1592934;"04.07.2026 в 09:39"
588;1;"—";209;"72 67 67";3;"На рассмотрении";1197201;"28.06.2026 в 15:20"
589;2;"—";209;"70 46 83";10;"На рассмотрении";1204943;"28.06.2026 в 18:35"
590;2;"—";208;"70 80 58";0;"На рассмотрении";1206014;"03.07.2026 в 22:56"
591;1;"—";208;"72 70 66";0;"На рассмотрении";1242732;"29.06.2026 в 21:21"
592;5;"—";208;"80 65 63";0;"Участвуете в конкурсе";1251899;"29.06.2026 в 21:32"
593;4;"Электронное";207;"72 71 64";0;"На рассмотрении";1197399;"28.06.2026 в 15:24"
594;4;"—";207;"70 67 70";0;"На рассмотрении";1245863;"29.06.2026 в 21:25"
595;4;"—";206;"80 72 54";0;"На рассмотрении";1135053;"26.06.2026 в 06:28"
596;3;"—";206;"74 65 67";0;"На рассмотрении";1197540;"03.07.2026 в 20:27"
597;1;"—";206;"74 68 64";0;"На рассмотрении";1309860;"30.06.2026 в 11:12"
598;3;"—";206;"78 64 64";0;"На рассмотрении";1369756;"01.07.2026 в 07:15"
599;5;"—";206;"70 75 61";0;"На рассмотрении";1460838;"02.07.2026 в 10:33"
600;5;"—";206;"72 59 75";0;"На рассмотрении";1467735;"03.07.2026 в 08:34"
601;4;"—";206;"70 62 73";1;"На рассмотрении";1198762;"28.06.2026 в 15:56"
602;5;"—";205;"74 74 57";0;"Участвуете в конкурсе";831395;"30.06.2026 в 14:26"
603;5;"—";205;"72 67 66";0;"На рассмотрении";988579;"21.06.2026 в 07:54"
604;2;"—";205;"78 64 63";0;"На рассмотрении";1049960;"30.06.2026 в 12:09"
605;2;"—";205;"76 54 75";0;"На рассмотрении";1282049;"29.06.2026 в 22:01"
606;4;"—";205;"72 78 55";0;"На рассмотрении";1346790;"30.06.2026 в 17:19"
607;3;"—";205;"70 68 67";0;"На рассмотрении";1424988;"01.07.2026 в 17:29"
608;1;"—";205;"58 72 75";0;"На рассмотрении";1478639;"02.07.2026 в 13:17"
609;2;"—";205;"74 64 67";0;"На рассмотрении";1495896;"02.07.2026 в 15:59"
610;3;"—";205;"74 62 69";0;"На рассмотрении";1557070;"03.07.2026 в 17:30"
611;3;"—";205;"80 64 61";0;"На рассмотрении";1610794;"04.07.2026 в 14:35"
612;3;"—";204;"78 62 64";0;"На рассмотрении";1119195;"25.06.2026 в 12:58"
613;2;"—";204;"74 75 55";0;"На рассмотрении";1316692;"30.06.2026 в 12:17"
614;3;"—";204;"76 64 64";0;"На рассмотрении";1327369;"30.06.2026 в 14:06"
615;4;"—";204;"76 59 69";0;"На рассмотрении";1334825;"01.07.2026 в 14:44"
616;4;"—";204;"78 49 67";10;"Участвуете в конкурсе";1294902;"30.06.2026 в 06:35"
617;3;"—";203;"72 70 61";0;"На рассмотрении";1045259;"23.06.2026 в 05:44"
618;3;"—";203;"70 67 66";0;"На рассмотрении";1193778;"28.06.2026 в 13:59"
619;2;"—";203;"70 70 63";0;"На рассмотрении";1282142;"29.06.2026 в 22:01"
620;3;"—";203;"70 78 55";0;"На рассмотрении";1340127;"03.07.2026 в 13:56"
621;5;"—";203;"78 70 55";0;"Конкурсная группа исключена";1359021;"30.06.2026 в 20:54"
622;3;"—";203;"78 67 58";0;"На рассмотрении";1529149;"03.07.2026 в 09:51"
623;2;"—";203;"78 62 63";0;"На рассмотрении";1539118;"03.07.2026 в 13:57"
624;1;"—";203;"58 78 67";0;"На рассмотрении";1579399;"04.07.2026 в 14:40"
625;4;"—";203;"74 56 73";0;"На рассмотрении";1615299;"04.07.2026 в 17:14"
626;4;"—";203;"64 65 64";10;"Участвуете в конкурсе";973046;"20.06.2026 в 15:19"
627;1;"Электронное";202;"70 72 60";0;"Участвуете в конкурсе";1210371;"28.06.2026 в 21:05"
628;1;"—";202;"64 72 66";0;"На рассмотрении";1250849;"29.06.2026 в 21:30"
629;3;"—";201;"70 70 61";0;"На рассмотрении";1170407;"27.06.2026 в 14:36"
630;1;"—";201;"64 74 63";0;"На рассмотрении";1183350;"30.06.2026 в 17:56"
631;3;"—";201;"76 62 63";0;"На рассмотрении";1529054;"03.07.2026 в 09:05"
632;2;"—";201;"72 46 83";0;"На рассмотрении";1547222;"04.07.2026 в 19:29"
633;1;"—";200;"64 75 61";0;"На рассмотрении";1262799;"29.06.2026 в 21:47"
634;1;"—";200;"64 72 64";0;"На рассмотрении";1332515;"30.06.2026 в 15:17"
635;1;"—";200;"70 67 63";0;"На рассмотрении";1429472;"01.07.2026 в 18:40"
636;2;"—";200;"64 75 61";0;"На рассмотрении";1454359;"03.07.2026 в 18:05"
637;1;"—";199;"52 80 67";0;"На рассмотрении";982806;"20.06.2026 в 20:40"
638;1;"—";199;"70 54 75";0;"Передано в вуз";1633321;"05.07.2026 в 11:59"
639;1;"—";198;"64 62 72";0;"На рассмотрении";1350763;"01.07.2026 в 08:35"
640;2;"—";198;"74 58 66";0;"На рассмотрении";1447142;"02.07.2026 в 04:56"
641;1;"—";198;"76 70 52";0;"На рассмотрении";1507750;"02.07.2026 в 18:45"
642;1;"—";198;"70 83 45";0;"Передано в вуз";1636488;"05.07.2026 в 13:40"
